Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
NEOT,"Neothetics, Inc.",1.02,$14.03M,2014,Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,2.47,$165.12M,n/a,Health Care,Medical/Dental Instruments
NEPT,Neptune Technologies & Bioresources Inc,1,$77.95M,n/a,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",11.47,$523.45M,2005,Finance,Investment Bankers/Brokers/Service
NETE,"Net Element, Inc.",0.304,$34.37M,n/a,Technology,EDP Services
NTAP,"NetApp, Inc.",23.33,$6.74B,1995,Technology,Electronic Components
NTES,"NetEase, Inc.",145.17,$19.09B,n/a,Miscellaneous,Business Services
NFLX,"Netflix, Inc.",90.02,$38.55B,2002,Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",42.43,$1.38B,2003,Public Utilities,Telecommunications Equipment
NLST,"Netlist, Inc.",1.38,$69.49M,2006,Technology,Semiconductors
NTCT,"NetScout Systems, Inc.",23.28,$2.29B,1999,Technology,EDP Services
NTWK,NetSol Technologies Inc.,6.565,$68.66M,n/a,Technology,Computer Software: Prepackaged Software
CUR,"Neuralstem, Inc.",0.3323,$30.59M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,"Neurocrine Biosciences, Inc.",42.65,$3.7B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NDRM,NeuroDerm Ltd.,16.77,$362.4M,2014,Health Care,Major Pharmaceuticals
NURO,"NeuroMetrix, Inc.",1.69,$7.42M,2004,Health Care,Medical/Dental Instruments
NUROW,"NeuroMetrix, Inc.",0.3749,n/a,n/a,Health Care,Medical/Dental Instruments
NSIG,"NeuroSigma, Inc.",n/a,n/a,n/a,n/a,n/a
NYMT,"New York Mortgage Trust, Inc.",5.71,$624.73M,n/a,Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",21.73,n/a,n/a,Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",21.93,n/a,n/a,Finance,Finance: Consumer Services
NLNK,NewLink Genetics Corporation,10.6,$305.93M,2011,Health Care,Major Pharmaceuticals
NWS,News Corporation,12.63,$7.33B,n/a,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,12.2,$7.08B,n/a,Consumer Services,Newspapers/Magazines
NEWS,"NewStar Financial, Inc.",7.43,$351.95M,2006,Finance,Finance: Consumer Services
NEWT,Newtek Business Services Corp.,12.96,$188.21M,n/a,n/a,n/a
NEWTL,Newtek Business Services Corp.,25.0101,n/a,n/a,n/a,n/a
NEWTZ,Newtek Business Services Corp.,25.5192,n/a,n/a,n/a,n/a
NXST,"Nexstar Broadcasting Group, Inc.",52.8,$1.62B,2003,Consumer Services,Broadcasting
NVET,Nexvet Biopharma plc,2.8444,$32.88M,2015,Health Care,Major Pharmaceuticals
NFEC,NF Energy Saving Corporation,0.72,$4.72M,n/a,Capital Goods,Metal Fabrications
EGOV,NIC Inc.,18.81,$1.24B,1999,Miscellaneous,Business Services
NICE,NICE-Systems Limited,63.92,$3.8B,n/a,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",10.61,$82.22M,n/a,Finance,Finance Companies
NCBS,Nicolet Bankshares Inc.,44.03,$187.31M,n/a,Finance,Major Banks
NIHD,"NII Holdings, Inc.",4.12,$415.75M,n/a,Public Utilities,Telecommunications Equipment
NVLS,"Nivalis Therapeutics, Inc.",4.01,$62M,2015,Health Care,Major Pharmaceuticals
NMIH,NMI Holdings Inc,5.93,$350.35M,2013,Finance,Property-Casualty Insurers
NNBR,"NN, Inc.",15.71,$423.93M,1994,Capital Goods,Metal Fabrications
NDLS,Noodles & Company,10.74,$298.45M,2013,Consumer Services,Restaurants
NORT,"Nordic Realty Trust, Inc.",n/a,n/a,n/a,n/a,n/a
NDSN,Nordson Corporation,77.6,$4.42B,n/a,Capital Goods,Industrial Machinery/Components
NSYS,Nortech Systems Incorporated,3.7,$10.17M,n/a,Capital Goods,Industrial Machinery/Components
NTK,Nortek Inc.,46.33,$759.86M,n/a,Consumer Durables,Home Furnishings
NBN,Northeast Bancorp,11.65,$110.81M,n/a,Finance,Major Banks
NTIC,Northern Technologies International Corporation,14,$63.5M,n/a,Capital Goods,Industrial Specialties
NTRS,Northern Trust Corporation,69.42,$15.84B,n/a,Finance,Major Banks
NTRSP,Northern Trust Corporation,27.47,$439.52M,n/a,Finance,Major Banks
NFBK,"Northfield Bancorp, Inc.",15.48,$747.49M,n/a,Finance,Savings Institutions
NRIM,Northrim BanCorp Inc,27.27,$187.54M,n/a,Finance,Savings Institutions
NWBI,"Northwest Bancshares, Inc.",14.205,$1.45B,2009,Finance,Major Banks
NWBO,"Northwest Biotherapeutics, Inc.",1.1,$111.91M,2012,Health Care,Major Pharmaceuticals
NWBOW,"Northwest Biotherapeutics, Inc.",0.69,n/a,n/a,Health Care,Major Pharmaceuticals
NWPX,Northwest Pipe Company,9.57,$91.62M,1995,Basic Industries,Steel/Iron Ore
NCLH,Norwegian Cruise Line Holdings Ltd.,46.68,$10.61B,2013,Consumer Services,Marine Transportation
NWFL,Norwood Financial Corp.,27.72,$102.63M,n/a,Finance,Major Banks
NVFY,"Nova Lifestyle, Inc",0.7,$16.87M,n/a,Consumer Durables,Home Furnishings
NVMI,Nova Measuring Instruments Ltd.,11.43,$309.68M,2000,Capital Goods,Electronic Components
NVDQ,Novadaq Technologies Inc,9.86,$566.27M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MIFI,"Novatel Wireless, Inc.",1.32,$70.21M,n/a,Consumer Durables,Telecommunications Equipment
NVAX,"Novavax, Inc.",4.46,$1.21B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,NovoCure Limited,12.89,$1.09B,2015,Health Care,Medical/Dental Instruments
NVGN,Novogen Limited,2.1,$36.04M,n/a,Health Care,Major Pharmaceuticals
NUAN,"Nuance Communications, Inc.",16.72,$5.09B,n/a,Technology,Computer Software: Prepackaged Software
NMRX,Numerex Corp.,7.16,$138.9M,n/a,Consumer Durables,Telecommunications Equipment
NUTR,Nutraceutical International Corporation,24.17,$225.74M,1998,Consumer Durables,Specialty Chemicals
NTRI,NutriSystem Inc,26.15,$768.28M,n/a,Consumer Services,Catalog/Specialty Distribution
NUVA,"NuVasive, Inc.",53.16,$2.65B,2004,Health Care,Medical/Dental Instruments
NVTR,Nuvectra Corporation,8.08,$82.9M,n/a,Health Care,Medical/Dental Instruments
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,17.85,$330.4M,n/a,n/a,n/a
NVEE,"NV5 Global, Inc.",28.85,$238.9M,2013,Consumer Services,Other Consumer Services
NVEC,NVE Corporation,56.95,$275.35M,n/a,Technology,Semiconductors
NVDA,NVIDIA Corporation,36.06,$19.54B,1999,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,85.59,$29.32B,2010,Technology,Semiconductors
NXTM,"NxStage Medical, Inc.",17.92,$1.15B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXTD,NXT-ID Inc.,0.3797,$21.83M,n/a,Consumer Services,Diversified Commercial Services
NXTDW,NXT-ID Inc.,0.26,n/a,n/a,Consumer Services,Diversified Commercial Services
NYMX,Nymox Pharmaceutical Corporation,2.2799,$98.01M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,O2Micro International Limited,1.5,$38.36M,n/a,Technology,Semiconductors
OVLY,Oak Valley Bancorp (CA),9.5367,$77.13M,n/a,Finance,Major Banks
OASM,Oasmia Pharmaceutical AB,4.38,$154.09M,2015,Health Care,Major Pharmaceuticals
OBCI,"Ocean Bio-Chem, Inc.",2.25,$20.27M,n/a,Consumer Durables,Specialty Chemicals
OPTT,"Ocean Power Technologies, Inc.",1.52,$2.94M,2007,Public Utilities,Electric Utilities: Central
ORIG,Ocean Rig UDW Inc.,2.02,$280.11M,n/a,Energy,Oil & Gas Production
OSHC,Ocean Shore Holding Co.,17.71,$113.55M,n/a,Finance,Savings Institutions
OCFC,OceanFirst Financial Corp.,17.75,$306.98M,n/a,Finance,Savings Institutions
OCRX,"Ocera Therapeutics, Inc.",2.93,$62.43M,2011,Health Care,Major Pharmaceuticals
OCLR,"Oclaro, Inc.",4.87,$546.16M,n/a,Technology,Semiconductors
OFED,Oconee Federal Financial Corp.,19.34,$113.73M,2011,Finance,Savings Institutions
OCUL,"Ocular Therapeutix, Inc.",9.96,$246.51M,2014,Health Care,Major Pharmaceuticals
OCLS,"Oculus Innovative Sciences, Inc.",1.01,$17.69M,2007,Health Care,Medical/Dental Instruments
OCLSW,"Oculus Innovative Sciences, Inc.",0.245,n/a,n/a,Health Care,Medical/Dental Instruments
OMEX,"Odyssey Marine Exploration, Inc.",2.71,$20.44M,n/a,Consumer Services,Marine Transportation
ODP,"Office Depot, Inc.",3.63,$2B,n/a,Consumer Services,Other Specialty Stores
OFS,OFS Capital Corporation,13.31,$129M,n/a,n/a,n/a
OHAI,OHA Investment Corporation,2.42,$48.82M,n/a,n/a,n/a
OVBC,Ohio Valley Banc Corp.,22.38,$92.7M,n/a,Finance,Major Banks
OHRP,"Ohr Pharmaceuticals, Inc.",3.01,$94.7M,n/a,Health Care,Major Pharmaceuticals
ODFL,"Old Dominion Freight Line, Inc.",64.43,$5.38B,1991,Transportation,Trucking Freight/Courier Services
OLBK,"Old Line Bancshares, Inc.",18.9,$204.17M,n/a,Finance,Major Banks
ONB,Old National Bancorp,12.52,$1.43B,n/a,Finance,Major Banks
OPOF,Old Point Financial Corporation,18.9899,$94.17M,n/a,Finance,Major Banks
OSBC,"Old Second Bancorp, Inc.",7.02,$207.47M,n/a,Finance,Major Banks
OSBCP,"Old Second Bancorp, Inc.",10.35,n/a,n/a,Finance,Major Banks
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",24.53,$1.47B,2015,Consumer Services,Department/Specialty Retail Stores
ZEUS,"Olympic Steel, Inc.",22.73,$249.1M,1994,Basic Industries,Metal Fabrications
OFLX,"Omega Flex, Inc.",33.54,$338.48M,n/a,Capital Goods,Industrial Specialties
OMER,Omeros Corporation,10.68,$408.59M,2009,Health Care,Major Pharmaceuticals
OMCL,"Omnicell, Inc.",31.39,$1.13B,2001,Technology,Computer Manufacturing
ON,ON Semiconductor Corporation,9.39,$3.87B,n/a,Technology,Semiconductors
OTIV,On Track Innovations Ltd,0.8802,$35.94M,n/a,Technology,Semiconductors
ONS,"Oncobiologics, Inc.",n/a,n/a,n/a,n/a,n/a
OGXI,OncoGenex Pharmaceuticals Inc.,0.85,$25.34M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OMED,"OncoMed Pharmaceuticals, Inc.",11.45,$346.91M,2013,Health Care,Major Pharmaceuticals
ONTX,"Onconova Therapeutics, Inc.",0.5602,$15.35M,2013,Health Care,Major Pharmaceuticals
ONCS,OncoSec Medical Incorporated,1.67,$28.34M,n/a,Health Care,Major Pharmaceuticals
ONTY,Oncothyreon Inc.,1.09,$103.51M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OHGI,"One Horizon Group, Inc.",0.77,$26.98M,n/a,Public Utilities,Telecommunications Equipment
ONVI,"Onvia, Inc.",3.58,$25.51M,2000,Miscellaneous,Business Services
OTEX,Open Text Corporation,55.43,$6.72B,1996,Technology,EDP Services
OPXA,"Opexa Therapeutics, Inc.",2.39,$16.7M,n/a,Health Care,Major Pharmaceuticals
OPXAW,"Opexa Therapeutics, Inc.",0.068,n/a,n/a,Health Care,Major Pharmaceuticals
OPGN,"OpGen, Inc.",1.04,$13.08M,2015,Health Care,Medical Specialities
OPGNW,"OpGen, Inc.",0.112,n/a,2015,Health Care,Medical Specialities
OPHT,Ophthotech Corporation,44.59,$1.57B,2013,Health Care,Major Pharmaceuticals
OBAS,Optibase Ltd.,7.7,$39.82M,1999,Finance,Real Estate
OCC,Optical Cable Corporation,2.35,$16.57M,n/a,Basic Industries,Telecommunications Equipment
OPHC,"OptimumBank Holdings, Inc.",3.8301,$3.69M,n/a,Finance,Major Banks
OPB,Opus Bank,34.99,$1.14B,2014,n/a,n/a
ORMP,Oramed Pharmaceuticals Inc.,8.67,$113.72M,n/a,Health Care,Major Pharmaceuticals
OSUR,"OraSure Technologies, Inc.",6.78,$376.17M,n/a,Health Care,Medical/Dental Instruments
ORBC,ORBCOMM Inc.,9.55,$676.78M,2006,Consumer Services,Telecommunications Equipment
ORBK,Orbotech Ltd.,24.25,$1.04B,n/a,Capital Goods,Industrial Machinery/Components
ORLY,"O&#39;Reilly Automotive, Inc.",262.76,$25.5B,1993,Consumer Services,Other Specialty Stores
OREX,"Orexigen Therapeutics, Inc.",0.3858,$56.16M,2007,Health Care,Major Pharmaceuticals
SEED,Origin Agritech Limited,1.74,$39.8M,n/a,Consumer Non-Durables,Farming/Seeds/Milling
OESX,"Orion Energy Systems, Inc.",1.4,$38.86M,2015,Consumer Durables,Building Products
ORIT,Oritani Financial Corp.,16.55,$734.86M,n/a,Finance,Major Banks
ORRF,Orrstown Financial Services Inc,19.25,$159.68M,n/a,Finance,Major Banks
OFIX,Orthofix International N.V.,42.98,$783.53M,1992,Health Care,Medical/Dental Instruments
OSIS,"OSI Systems, Inc.",50.77,$959.32M,1997,Technology,Semiconductors
OSIR,"Osiris Therapeutics, Inc.",4.95,$170.54M,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSN,"Ossen Innovation Co., Ltd.",0.9,$17.85M,2010,Basic Industries,Steel/Iron Ore
OTEL,Otelco Inc.,4.349,$14.28M,n/a,Public Utilities,Telecommunications Equipment
OTG,"OTG EXP, Inc.",n/a,n/a,n/a,n/a,n/a
OTIC,"Otonomy, Inc.",11.29,$339.64M,2014,Health Care,Major Pharmaceuticals
OTTR,Otter Tail Corporation,29.88,$1.14B,n/a,Public Utilities,Electric Utilities: Central
OUTR,Outerwall Inc.,38.95,$670.53M,n/a,Consumer Services,Other Consumer Services
OVAS,Ovascience Inc.,7.18,$196.22M,n/a,Health Care,Major Pharmaceuticals
OSTK,"Overstock.com, Inc.",15.01,$380.34M,2002,Consumer Services,Catalog/Specialty Distribution
OXBR,Oxbridge Re Holdings Limited,5.0399,$30.54M,2014,Finance,Property-Casualty Insurers
OXBRW,Oxbridge Re Holdings Limited,0.3,n/a,2014,Finance,Property-Casualty Insurers
OXFD,Oxford Immunotec Global PLC,9.87,$222.73M,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OXLC,Oxford Lane Capital Corp.,9.48,$169.14M,2011,n/a,n/a
OXLCN,Oxford Lane Capital Corp.,25.49,$28.55M,n/a,n/a,n/a
OXLCO,Oxford Lane Capital Corp.,25.08,n/a,n/a,n/a,n/a
OXGN,"OXiGENE, Inc.",0.5603,$14.87M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PFIN,"P & F Industries, Inc.",9.39,$33.74M,n/a,Technology,Industrial Machinery/Components
PTSI,"P.A.M. Transportation Services, Inc.",20.14,$132.1M,1986,Transportation,Trucking Freight/Courier Services
PCAR,PACCAR Inc.,56.94,$19.96B,n/a,Capital Goods,Auto Manufacturing
PACE,Pace Holdings Corp.,9.8699,$555.18M,2015,Finance,Business Services
PACEU,Pace Holdings Corp.,9.99,n/a,2015,Finance,Business Services
PACEW,Pace Holdings Corp.,0.4,n/a,2015,Finance,Business Services
PACB,"Pacific Biosciences of California, Inc.",9.08,$791.49M,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PCBK,Pacific Continental Corporation (Ore),16.3,$319.56M,n/a,Finance,Major Banks
PEIX,"Pacific Ethanol, Inc.",4.43,$188.38M,n/a,Basic Industries,Major Chemicals
PMBC,Pacific Mercantile Bancorp,7.54,$173.08M,2000,Finance,Major Banks
PPBI,Pacific Premier Bancorp Inc,23.33,$639.63M,n/a,Finance,Major Banks
PAAC,Pacific Special Acquisition Corp.,10.1295,$78.19M,2015,Finance,Business Services
PAACR,Pacific Special Acquisition Corp.,0.16,n/a,2015,Finance,Business Services
PAACU,Pacific Special Acquisition Corp.,10.22,n/a,2015,Finance,Business Services
PAACW,Pacific Special Acquisition Corp.,0.099,n/a,2015,Finance,Business Services
PCRX,"Pacira Pharmaceuticals, Inc.",47.04,$1.75B,2011,Health Care,Major Pharmaceuticals
PACW,PacWest Bancorp,38.69,$4.65B,n/a,Finance,Major Banks
PTIE,Pain Therapeutics,2.45,$113.05M,2000,Health Care,Major Pharmaceuticals
PAAS,Pan American Silver Corp.,15.13,$2.3B,n/a,Basic Industries,Precious Metals
PNRA,Panera Bread Company,210.66,$5.03B,n/a,Consumer Services,Restaurants
PANL,Pangaea Logistics Solutions Ltd.,2.7,$98.56M,2013,Transportation,Marine Transportation
PZZA,"Papa John&#39;S International, Inc.",59.74,$2.22B,1993,Consumer Services,Restaurants
FRSH,"Papa Murphy&#39;s Holdings, Inc.",8.475,$143.56M,2014,Consumer Services,Restaurants
PRGN,Paragon Shipping Inc.,1.7,"$29,602.10 ",2013,Transportation,Marine Transportation
PRGNL,Paragon Shipping Inc.,6.5,n/a,n/a,Transportation,Marine Transportation
PRTK,"Paratek Pharmaceuticals, Inc. ",13.18,$233.82M,n/a,Health Care,Major Pharmaceuticals
PRXL,PAREXEL International Corporation,58.89,$3.11B,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PCYG,"Park City Group, Inc.",9.02,$173.19M,n/a,Technology,EDP Services
PSTB,Park Sterling Corporation,7.31,$390.15M,2010,Finance,Major Banks
PKBK,"Parke Bancorp, Inc.",13.1796,$90.19M,n/a,Finance,Major Banks
PRKR,"ParkerVision, Inc.",2.68,$30.74M,1993,Technology,Radio And Television Broadcasting And Communications Equipment
PKOH,Park-Ohio Holdings Corp.,25.26,$310.29M,n/a,Capital Goods,Industrial Specialties
PARN,Parnell Pharmaceuticals Holdings Ltd,1.95,$25.9M,2014,Health Care,Major Pharmaceuticals
PTNR,Partner Communications Company Ltd.,5.3,$827.26M,n/a,Public Utilities,Telecommunications Equipment
PBHC,"Pathfinder Bancorp, Inc.",11.76,$51.2M,n/a,Finance,Major Banks
PATK,"Patrick Industries, Inc.",46.79,$715.15M,n/a,Basic Industries,Forest Products
PNBK,Patriot National Bancorp Inc.,13.1715,$53.58M,n/a,Finance,Major Banks
PATI,"Patriot Transportation Holding, Inc.",19.11,$62.54M,n/a,Transportation,Trucking Freight/Courier Services
PEGI,Pattern Energy Group Inc.,20,$1.5B,2013,Public Utilities,Electric Utilities: Central
PDCO,"Patterson Companies, Inc.",43.72,$4.33B,1992,Health Care,Medical Specialities
PTEN,"Patterson-UTI Energy, Inc.",17.86,$2.63B,1993,Energy,Oil & Gas Production
PAVMU,PAVmed Inc.,8.1,n/a,2016,Health Care,Medical/Dental Instruments
PAYX,"Paychex, Inc.",52.21,$18.8B,1983,Consumer Services,Diversified Commercial Services
PCTY,Paylocity Holding Corporation,34.64,$1.77B,2014,Technology,Computer Software: Prepackaged Software
PYDS,"Payment Data Systems, Inc.",1.7,$21.09M,n/a,Finance,Investment Bankers/Brokers/Service
PYPL,"PayPal Holdings, Inc.",39.71,$48.13B,n/a,Miscellaneous,Business Services
PBBI,"PB Bancorp, Inc.",8.5885,$67.68M,n/a,Finance,Savings Institutions
PCCC,"PC Connection, Inc.",22.81,$604.49M,1998,Consumer Services,Catalog/Specialty Distribution
PCMI,"PCM, Inc.",10.31,$119.49M,n/a,Consumer Services,Catalog/Specialty Distribution
PCTI,"PC-Tel, Inc.",4.73,$81.66M,1999,Technology,Radio And Television Broadcasting And Communications Equipment
PDCE,"PDC Energy, Inc.",60.71,$2.81B,n/a,Energy,Oil & Gas Production
PDFS,"PDF Solutions, Inc.",13.07,$408.26M,2001,Technology,EDP Services
PDLI,"PDL BioPharma, Inc.",3.17,$523.41M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PDVW,"pdvWireless, Inc.",36.77,$525.5M,2015,Public Utilities,Telecommunications Equipment
SKIS,"Peak Resorts, Inc.",3.18,$44.46M,2014,Consumer Services,Hotels/Resorts
PGC,Peapack-Gladstone Financial Corporation,18.3,$299.16M,n/a,Finance,Commercial Banks
PEGA,Pegasystems Inc.,25.73,$1.96B,1996,Technology,EDP Services
PCO,Pendrell Corporation,0.52,$139.45M,n/a,Miscellaneous,Multi-Sector Companies
PENN,"Penn National Gaming, Inc.",15.92,$1.3B,1994,Consumer Services,Hotels/Resorts
PFLT,PennantPark Floating Rate Capital Ltd.,11.99,$320.49M,n/a,n/a,n/a
PNNT,PennantPark Investment Corporation,6.39,$454.08M,2007,n/a,n/a
PWOD,"Penns Woods Bancorp, Inc.",40.06,$189.81M,n/a,Finance,Major Banks
PTXP,"PennTex Midstream Partners, LP",11.94,$477.63M,2015,Public Utilities,Natural Gas Distribution
PEBO,Peoples Bancorp Inc.,20.52,$372.6M,n/a,Finance,Major Banks
PEBK,"Peoples Bancorp of North Carolina, Inc.",18.71,$103.1M,n/a,Finance,Major Banks
PFBX,Peoples Financial Corporation,10.26,$52.56M,n/a,Finance,Major Banks
PFIS,Peoples Financial Services Corp. ,37.6,$278.1M,n/a,Finance,Major Banks
PBCT,"People&#39;s United Financial, Inc.",15.24,$4.73B,n/a,Finance,Savings Institutions
PUB,People&#39;s Utah Bancorp,16.34,$288.26M,2015,Finance,Major Banks
PRCP,"Perceptron, Inc.",4.94,$46.18M,1992,Capital Goods,Electronic Components
PPHM,Peregrine Pharmaceuticals Inc.,0.36,$84.15M,n/a,Health Care,Major Pharmaceuticals
PPHMP,Peregrine Pharmaceuticals Inc.,13.52,$9.46M,n/a,Health Care,Major Pharmaceuticals
PRFT,"Perficient, Inc.",20.6,$743.74M,1999,Technology,EDP Services
PFMT,Performant Financial Corporation,1.57,$78.49M,2012,Consumer Services,Other Consumer Services
PERF,"Perfumania Holdings, Inc",2.6,$40.28M,n/a,Consumer Services,Other Specialty Stores
PERI,Perion Network Ltd,1.48,$112.2M,n/a,Technology,EDP Services
PESI,"Perma-Fix Environmental Services, Inc.",3.95,$45.65M,n/a,Basic Industries,Environmental Services
PTX,"Pernix Therapeutics Holdings, Inc.",0.4109,$25.12M,n/a,Health Care,Major Pharmaceuticals
PERY,Perry Ellis International Inc.,16.95,$260.81M,1993,Consumer Non-Durables,Apparel
PGLC,Pershing Gold Corporation,3.88,$101.28M,n/a,Basic Industries,Precious Metals
