,Date,Price,Signal,,,,,,,
,4/6/2015,2.53,BUY,,297.26,,,,,
,3/20/2015,2.835,SHORT,,269.46,,,,,
,3/18/2015,2.925,BUY,,279.13,,,,,
,3/11/2015,3.055,SELL,,279.69,,,,,
,3/4/2015,3.155,BUY,,289.42,,,,,
,2/23/2015,3.37,SELL,,290,,,,,
,2/2/2015,1.91,BUY,,164.69,,,,,
,1/28/2015,1.815,SELL,,165.02,,,,,
,12/31/2014,1.4219,BUY,,129.54,,,,,
,12/29/2014,1.2781,SHORT,,146.55,,,,,
,12/19/2014,1.155,BUY,,132.97,,,,,
,12/1/2014,1.4701,SELL,,133.24,,,,,
,11/24/2014,1.32,BUY,,119.88,,,,,
,11/20/2014,1.29,SHORT,,123.23,,,,,
,11/7/2014,1.294,BUY,,124.11,,,,,
,11/5/2014,1.286,SHORT,,125.39,,,,,
,10/29/2014,1.299,BUY,,127.17,,,,,
,10/23/2014,1.361,SELL,,127.42,,,,,
,10/13/2014,1.225,BUY,,114.92,,,,,
,10/7/2014,1.3501,SHORT,,105.6,,,,,
,10/3/2014,1.4199,BUY,,111.5,,,,,
,10/1/2014,1.4001,SHORT,,113.55,,,,,
,9/29/2014,1.41,BUY,,114.81,,,,,
,9/3/2014,1.696,SHORT,,98.64,,,,,
,8/28/2014,1.6215,BUY,,94.69,,,,,
,8/21/2014,1.6501,SHORT,,93.45,,,,,
,8/19/2014,1.6649,BUY,,94.67,,,,,
,8/8/2014,1.8,SELL,,94.86,,,,,
,7/21/2014,1.6999,BUY,,89.76,,,,,
,7/15/2014,1.846,SELL,,89.94,,,,,
,7/11/2014,1.725,BUY,,84.21,,,,,
,7/7/2014,1.865,SELL,,84.38,,,,,
,7/1/2014,1.885,BUY,,85.46,,,,,
,6/26/2014,1.68,SHORT,,97.73,,,,,
,6/18/2014,1.68,BUY,,98.12,,,,,
,6/12/2014,1.675,SHORT,,98.81,,,,,
,6/9/2014,1.685,BUY,,99.8,,,,,
,CRME,,,,,,,,,
,5/26/2016,4.8344,SELL,,619.5,,,,,
,5/20/2016,4.9406,BUY,,634.38,,,,,
,5/17/2016,4.8844,SELL,,635.65,,,,,
,5/9/2016,4.9599,BUY,,646.77,,,,,
,4/29/2016,4.515,SHORT,,720.35,,,,,
,4/6/2016,4.348,BUY,,696.49,,,,,
,3/31/2016,4.2458,SHORT,,716.53,,,,,
,3/29/2016,4.225,BUY,,715.88,,,,,
,3/1/2016,5.21,SHORT,,604.47,,,,,
,2/24/2016,5.0649,BUY,,589.99,,,,,
,2/3/2016,6.0701,SHORT,,508.2,,,,,
,1/25/2016,5.39,BUY,,453.07,,,,,
,1/7/2016,7.5518,SHORT,,353.65,,,,,
,12/29/2015,7.7599,BUY,,364.85,,,,,
,12/3/2015,9.0251,SELL,,365.58,,,,,
,10/26/2015,7.89,BUY,,320.24,,,,,
,10/19/2015,8.83,SHORT,,290.59,,,,,
,10/8/2015,7.98,BUY,,263.67,,,,,
,9/25/2015,9.76,SELL,,264.2,,,,,
,8/31/2015,8.89,BUY,,241.13,,,,,
,8/24/2015,8.99,SELL,,241.61,,,,,
,7/28/2015,8.66,BUY,,233.21,,,,,
,7/21/2015,8.71,SHORT,,232.81,,,,,
,7/16/2015,8.77,BUY,,235.35,,,,,
,7/8/2015,8.85,SHORT,,234.18,,,,,
,7/6/2015,9.2849,BUY,,246.67,,,,,
,6/19/2015,9.7277,SELL,,247.16,,,,,
,6/15/2015,9.66,BUY,,245.93,,,,,
,6/4/2015,9.55,SELL,,246.42,,,,,
,5/14/2015,8.78,BUY,,227.01,,,,,
,5/6/2015,8.76,SHORT,,228.44,,,,,
,5/1/2015,8.39,BUY,,219.67,,,,,
,4/24/2015,9.48,SELL,,220.11,,,,,
,4/10/2015,9.5098,BUY,,221.24,,,,,
,4/8/2015,9.34,SELL,,221.68,,,,,
,3/30/2015,8.38,BUY,,199.29,,,,,
,3/5/2015,9.74,SELL,,199.69,,,,,
,2/12/2015,9.83,BUY,,201.94,,,,,
,1/22/2015,10.69,SELL,,202.34,,,,,
,1/16/2015,10.92,BUY,,207.11,,,,,
,1/13/2015,9.9401,SELL,,207.53,,,,,
,1/8/2015,9.52,BUY,,199.16,,,,,
,1/6/2015,9.0958,SELL,,199.56,,,,,
,12/26/2014,8.635,BUY,,189.83,,,,,
,12/16/2014,8.9501,SELL,,190.21,,,,,
,12/8/2014,8.66,BUY,,184.41,,,,,
,12/4/2014,8.53,SELL,,184.78,,,,,
,11/28/2014,8.18,BUY,,177.55,,,,,
,11/17/2014,8.461,SELL,,177.91,,,,,
,11/7/2014,8.0199,BUY,,168.97,,,,,
,10/27/2014,8.18,SHORT,,166.39,,,,,
,10/22/2014,7.7199,BUY,,157.66,,,,,
,10/20/2014,7.8001,SHORT,,156.68,,,,,
,10/16/2014,8.0599,BUY,,162.55,,,,,
,10/7/2014,8.7,SELL,,162.88,,,,,
,9/24/2014,8.1499,BUY,,152.89,,,,,
,9/22/2014,7.8701,SELL,,153.2,,,,,
,9/10/2014,6.81,BUY,,132.83,,,,,
,8/29/2014,7,SELL,,133.1,,,,,
,8/26/2014,7.185,BUY,,136.89,,,,,
,8/18/2014,7.525,SELL,,137.16,,,,,
,8/5/2014,6.44,BUY,,117.62,,,,,
,7/24/2014,6.7901,SHORT,,112.3,,,,,
,7/21/2014,6.8899,BUY,,114.41,,,,,
,6/24/2014,8.08,SELL,,114.64,,,,,
,6/18/2014,7.02,BUY,,99.8,,,,,
,CRMT,,,,,,,,,
,5/26/2016,22.71,BUY,,219.02,,,,,
,5/24/2016,21.98,SHORT,,227.45,,,,,
,5/20/2016,22.99,BUY,,238.86,,,,,
,5/3/2016,26.39,SELL,,239.34,,,,,
,4/26/2016,26.08,BUY,,237,,,,,
,4/21/2016,25.62,SELL,,237.47,,,,,
,4/8/2016,22.97,BUY,,213.33,,,,,
,3/23/2016,26.26,SELL,,213.76,,,,,
,3/11/2016,25.08,BUY,,204.56,,,,,
,3/9/2016,25.14,SELL,,204.97,,,,,
,3/2/2016,25.5,BUY,,208.32,,,,,
,2/25/2016,25.62,SELL,,208.74,,,,,
,2/9/2016,23.03,BUY,,188.01,,,,,
,2/3/2016,22.825,SHORT,,190.48,,,,,
,1/29/2016,22.37,BUY,,187.43,,,,,
,1/8/2016,25.65,SHORT,,166.85,,,,,
,1/5/2016,27.4,BUY,,178.95,,,,,
,12/31/2015,27.55,SELL,,179.31,,,,,
,12/17/2015,26.195,BUY,,170.83,,,,,
,12/7/2015,26.63,SHORT,,168.76,,,,,
,12/3/2015,26.54,BUY,,168.86,,,,,
,11/23/2015,32.06,SELL,,169.2,,,,,
,11/11/2015,36.59,BUY,,193.49,,,,,
,11/6/2015,34.86,SELL,,193.88,,,,,
,10/28/2015,33.07,BUY,,184.29,,,,,
,10/21/2015,34.945,SELL,,184.66,,,,,
,10/2/2015,33.255,BUY,,176.08,,,,,
,9/18/2015,34.53,SHORT,,170.49,,,,,
,9/16/2015,34.215,BUY,,169.61,,,,,
,8/18/2015,45.59,SHORT,,136.29,,,,,
,8/14/2015,45.72,BUY,,137.23,,,,,
,8/6/2015,46.07,SHORT,,136.74,,,,,
,7/28/2015,45.12,BUY,,134.46,,,,,
,7/8/2015,48.366,SHORT,,126.51,,,,,
,7/6/2015,50.08,BUY,,131.52,,,,,
,6/8/2015,53.37,SELL,,131.78,,,,,
,6/3/2015,53.97,BUY,,133.53,,,,,
,5/29/2015,53.06,SELL,,133.8,,,,,
,5/18/2015,52.72,BUY,,133.21,,,,,
,5/13/2015,52.095,SELL,,133.48,,,,,
,5/6/2015,51.87,BUY,,133.17,,,,,
,4/28/2015,51.73,SHORT,,134.07,,,,,
,4/20/2015,51.765,BUY,,134.7,,,,,
,3/19/2015,56.56,SELL,,134.97,,,,,
,3/12/2015,53.13,BUY,,127.04,,,,,
,3/4/2015,53.84,SELL,,127.29,,,,,
,2/18/2015,52.405,BUY,,124.15,,,,,
,2/5/2015,53.43,SELL,,124.4,,,,,
,2/3/2015,54.2,BUY,,126.45,,,,,
,1/15/2015,53.37,SELL,,126.7,,,,,
,1/13/2015,54.238,BUY,,129.02,,,,,
,1/6/2015,53.24,SELL,,129.28,,,,,
,12/22/2014,49.549,BUY,,120.56,,,,,
,12/4/2014,53.72,SELL,,120.8,,,,,
,12/2/2014,53.092,BUY,,119.63,,,,,
,11/28/2014,51.54,SELL,,119.87,,,,,
,11/24/2014,51.03,BUY,,118.92,,,,,
,11/11/2014,48.4075,SELL,,119.16,,,,,
,10/16/2014,41.355,BUY,,102,,,,,
,10/9/2014,39.17,SHORT,,108.46,,,,,
,10/3/2014,40.48,BUY,,112.54,,,,,
,9/22/2014,41.395,SELL,,112.77,,,,,
,9/11/2014,42.045,BUY,,114.77,,,,,
,8/28/2014,43.04,SELL,,115,,,,,
,8/25/2014,41.52,BUY,,111.16,,,,,
,8/15/2014,39.245,SELL,,111.38,,,,,
,7/30/2014,37.15,BUY,,105.65,,,,,
,7/14/2014,39.59,SELL,,105.86,,,,,
,6/19/2014,37.26,BUY,,99.83,,,,,
,6/12/2014,36.79,SHORT,,101.53,,,,,
,6/5/2014,36.02,BUY,,99.8,,,,,
,CRNT,,,,,,,,,
,5/23/2016,1.492,BUY,,915.76,,,,,
,5/19/2016,1.498,SELL,,917.6,,,,,
,4/29/2016,1.199,BUY,,735.92,,,,,
,4/20/2016,1.23,SELL,,737.39,,,,,
,4/7/2016,1.1734,BUY,,704.87,,,,,
,4/4/2016,1.2066,SELL,,706.28,,,,,
,3/31/2016,1.2234,BUY,,717.55,,,,,
,3/28/2016,1.1566,SELL,,718.99,,,,,
,3/21/2016,1.145,BUY,,713.21,,,,,
,3/14/2016,1.145,SELL,,714.64,,,,,
,3/2/2016,1.1113,BUY,,695,,,,,
,2/23/2016,1.1087,SHORT,,699.43,,,,,
,2/17/2016,1.134,BUY,,718.26,,,,,
,2/8/2016,1.2365,SELL,,719.7,,,,,
,2/4/2016,1.2635,BUY,,736.89,,,,,
,1/28/2016,1.2358,SELL,,738.37,,,,,
,1/21/2016,1.0825,BUY,,648.07,,,,,
,1/6/2016,1.2485,SHORT,,574.31,,,,,
,1/4/2016,1.2115,BUY,,559.53,,,,,
,12/22/2015,1.25,SHORT,,544.99,,,,,
,12/16/2015,1.21,BUY,,529.67,,,,,
,12/1/2015,1.3801,SHORT,,473.44,,,,,
,11/13/2015,1.315,BUY,,452.92,,,,,
,10/29/2015,1.76,SELL,,453.83,,,,,
,10/20/2015,1.72,BUY,,444.4,,,,,
,10/14/2015,1.645,SELL,,445.29,,,,,
,10/6/2015,1.5728,BUY,,426.6,,,,,
,9/24/2015,1.625,SELL,,427.45,,,,,
,9/21/2015,1.6573,BUY,,436.82,,,,,
,9/15/2015,1.645,SELL,,437.7,,,,,
,9/9/2015,1.425,BUY,,379.92,,,,,
,9/3/2015,1.4,SELL,,380.68,,,,,
,8/11/2015,1.2148,BUY,,330.98,,,,,
,7/31/2015,1.2428,SELL,,331.64,,,,,
,7/29/2015,1.2249,BUY,,327.52,,,,,
,7/27/2015,1.2201,SELL,,328.18,,,,,
,7/13/2015,1.0549,BUY,,284.31,,,,,
,6/29/2015,1.0885,SHORT,,276.9,,,,,
,6/22/2015,1.1599,BUY,,296.25,,,,,
,6/15/2015,1.177,SELL,,296.84,,,,,
,6/10/2015,1.257,BUY,,317.65,,,,,
,6/2/2015,1.283,SELL,,318.29,,,,,
,5/27/2015,1.262,BUY,,313.71,,,,,
,5/7/2015,1.3,SELL,,314.34,,,,,
,5/5/2015,1.3435,BUY,,325.51,,,,,
,4/24/2015,1.392,SELL,,326.16,,,,,
,4/15/2015,1.185,BUY,,278.21,,,,,
,4/13/2015,1.1868,SELL,,278.77,,,,,
,3/20/2015,1.1516,BUY,,271.04,,,,,
,3/10/2015,1.2284,SELL,,271.58,,,,,
,2/27/2015,1.2,BUY,,265.83,,,,,
,2/24/2015,1.14,SELL,,266.36,,,,,
,2/3/2015,0.96,BUY,,224.75,,,,,
,1/8/2015,0.9838,SHORT,,220.32,,,,,
,12/26/2014,0.9852,BUY,,221.52,,,,,
,12/16/2014,1.085,SELL,,221.96,,,,,
,12/4/2014,1.04,BUY,,213.18,,,,,
,10/29/2014,2.095,SHORT,,142.35,,,,,
,10/15/2014,2.035,BUY,,138.83,,,,,
,9/16/2014,2.375,SELL,,139.11,,,,,
,9/10/2014,2.433,BUY,,142.79,,,,,
,9/3/2014,2.4225,SELL,,143.08,,,,,
,8/11/2014,2.028,BUY,,120.02,,,,,
,7/24/2014,2.485,SHORT,,101.78,,,,,
,7/10/2014,2.5175,BUY,,103.52,,,,,
,7/7/2014,2.535,SELL,,103.73,,,,,
,6/17/2014,2.434,BUY,,99.8,,,,,
,CROX,,,,,,,,,
,5/20/2016,9.12,BUY,,304.46,,,,,
,5/12/2016,9.36,SELL,,305.07,,,,,
,5/10/2016,8.4949,BUY,,277.43,,,,,
,4/28/2016,8.7501,SELL,,277.99,,,,,
,4/26/2016,9.8399,BUY,,313.24,,,,,
,4/21/2016,9.8101,SELL,,313.87,,,,,
,4/14/2016,9.26,BUY,,296.86,,,,,
,4/4/2016,9.35,SHORT,,295.21,,,,,
,3/29/2016,9.27,BUY,,293.86,,,,,
,3/22/2016,9.79,SELL,,294.45,,,,,
,3/17/2016,9.69,BUY,,292.03,,,,,
,3/8/2016,9.89,SELL,,292.62,,,,,
,2/25/2016,9.61,BUY,,284.91,,,,,
,2/23/2016,9.33,SELL,,285.48,,,,,
,2/16/2016,9.25,BUY,,283.6,,,,,
,2/4/2016,9.05,SELL,,284.17,,,,,
,1/20/2016,8.74,BUY,,274.99,,,,,
,12/28/2015,10.485,SHORT,,236.7,,,,,
,12/22/2015,10.375,BUY,,235.16,,,,,
,12/18/2015,10.385,SHORT,,235.88,,,,,
,12/8/2015,10.82,BUY,,246.75,,,,,
,12/3/2015,11.105,SELL,,247.24,,,,,
,11/16/2015,9.46,BUY,,211.04,,,,,
,11/6/2015,10.12,SHORT,,198.91,,,,,
,10/29/2015,10.393,BUY,,205.1,,,,,
,10/12/2015,11.9175,SHORT,,182.57,,,,,
,10/8/2015,11.695,BUY,,179.88,,,,,
,9/25/2015,14.72,SELL,,180.24,,,,,
,9/17/2015,14.65,BUY,,179.74,,,,,
,9/4/2015,13.9,SHORT,,190.75,,,,,
,8/27/2015,14.128,BUY,,194.66,,,,,
,8/17/2015,14.985,SELL,,195.05,,,,,
,8/7/2015,15.05,BUY,,196.29,,,,,
,8/4/2015,15.01,SELL,,196.68,,,,,
,7/29/2015,13.98,BUY,,183.55,,,,,
,7/23/2015,14.385,SHORT,,179.24,,,,,
,7/13/2015,14.7,BUY,,183.9,,,,,
,6/19/2015,15.195,SHORT,,178.81,,,,,
,6/16/2015,15.38,BUY,,181.71,,,,,
,5/21/2015,15.805,SELL,,182.07,,,,,
,5/11/2015,14.095,BUY,,162.7,,,,,
,5/6/2015,13.24,SELL,,163.03,,,,,
,4/20/2015,12.49,BUY,,154.1,,,,,
,4/14/2015,12.3226,SELL,,154.41,,,,,
,4/2/2015,11.95,BUY,,150.04,,,,,
,3/26/2015,11.895,SELL,,150.34,,,,,
,3/23/2015,12.055,BUY,,152.67,,,,,
,3/16/2015,11.736,SELL,,152.98,,,,,
,2/26/2015,10.685,BUY,,139.56,,,,,
,2/23/2015,10.66,SELL,,139.84,,,,,
,2/13/2015,10.6,BUY,,139.33,,,,,
,2/9/2015,10.617,SHORT,,139.67,,,,,
,2/3/2015,10.79,BUY,,142.52,,,,,
,1/7/2015,12.15,SHORT,,128.69,,,,,
,1/5/2015,12.525,BUY,,133.19,,,,,
,12/1/2014,12.975,SELL,,133.46,,,,,
,11/20/2014,12.48,BUY,,128.63,,,,,
,11/17/2014,12.49,SELL,,128.89,,,,,
,11/5/2014,11.88,BUY,,122.84,,,,,
,10/23/2014,12.2,SHORT,,120.18,,,,,
,10/21/2014,12.385,BUY,,122.49,,,,,
,10/1/2014,12.526,SHORT,,121.61,,,,,
,9/29/2014,12.54,BUY,,122.23,,,,,
,8/28/2014,15.5,SHORT,,103.04,,,,,
,8/25/2014,15.7125,BUY,,104.87,,,,,
,8/12/2014,15.67,SELL,,105.08,,,,,
,8/5/2014,15.98,BUY,,107.37,,,,,
,7/31/2014,16.04,SELL,,107.59,,,,,
,7/18/2014,14.76,BUY,,99.2,,,,,
,7/7/2014,15.03,SELL,,99.4,,,,,
,6/17/2014,14.621,BUY,,96.89,,,,,
,6/13/2014,14.63,SELL,,97.08,,,,,
,6/5/2014,15.01,BUY,,99.8,,,,,
,CRTN,,,,,,,,,
,3/29/2016,2.05,QUIT,,251.16,,,,,
,3/17/2016,1.9387,BUY,,238,,,,,
,3/3/2016,1.9801,SELL,,238.48,,,,,
,2/16/2016,2.02,BUY,,243.77,,,,,
,2/8/2016,1.9501,SHORT,,253.85,,,,,
,2/1/2016,2.033,BUY,,265.7,,,,,
,12/28/2015,2.2717,SHORT,,241.4,,,,,
,12/21/2015,2.3328,BUY,,248.89,,,,,
,12/16/2015,2.3672,SHORT,,246.31,,,,,
,11/25/2015,2.325,BUY,,242.89,,,,,
,11/18/2015,2.492,SELL,,243.38,,,,,
,11/5/2015,2.249,BUY,,220.09,,,,,
,10/28/2015,2.2725,SHORT,,218.71,,,,,
,10/23/2015,2.3175,BUY,,223.94,,,,,
,10/14/2015,2.26,SELL,,224.39,,,,,
,10/7/2015,2.3599,BUY,,234.78,,,,,
,10/2/2015,2.4401,SELL,,235.25,,,,,
,9/16/2015,2.305,BUY,,222.67,,,,,
,8/5/2015,3.17,SHORT,,175.64,,,,,
,7/29/2015,3.2488,BUY,,180.73,,,,,
,6/26/2015,3.54,SELL,,181.09,,,,,
,6/23/2015,3.4889,BUY,,178.83,,,,,
,6/16/2015,3.4215,SHORT,,183.16,,,,,
,6/10/2015,3.2759,BUY,,176.07,,,,,
,5/28/2015,3.4914,SELL,,176.42,,,,,
,5/22/2015,3.545,BUY,,179.49,,,,,
,5/18/2015,3.5851,SELL,,179.85,,,,,
,5/12/2015,3.2949,BUY,,165.62,,,,,
,5/6/2015,3.3546,SHORT,,163.38,,,,,
,5/1/2015,3.3075,BUY,,161.73,,,,,
,4/27/2015,3.5561,SHORT,,151.77,,,,,
,4/22/2015,3.364,BUY,,144.15,,,,,
,3/26/2015,3.601,SHORT,,135.79,,,,,
,3/24/2015,3.509,BUY,,132.85,,,,,
,3/16/2015,3.262,SHORT,,144.31,,,,,
,3/10/2015,3.25,BUY,,144.36,,,,,
,3/3/2015,3.9032,SHORT,,124.16,,,,,
,2/18/2015,3.7539,BUY,,119.89,,,,,
,1/29/2015,4.19,SELL,,120.13,,,,,
,1/26/2015,4.2293,BUY,,121.5,,,,,
,1/7/2015,4.2952,SELL,,121.74,,,,,
,12/29/2014,4.2912,BUY,,121.87,,,,,
,12/24/2014,4.169,SHORT,,126.05,,,,,
,12/17/2014,4.1399,BUY,,125.67,,,,,
,12/10/2014,4.2308,SELL,,125.92,,,,,
,12/8/2014,4.2192,BUY,,125.83,,,,,
,12/3/2014,4.3508,SELL,,126.08,,,,,
,11/26/2014,4.41,BUY,,128.05,,,,,
,11/21/2014,4.31,SELL,,128.31,,,,,
,11/7/2014,3.985,BUY,,118.87,,,,,
,10/28/2014,4.0775,SELL,,119.11,,,,,
,10/23/2014,3.965,BUY,,116.06,,,,,
,10/17/2014,3.872,SELL,,116.29,,,,,
,10/3/2014,3.496,BUY,,105.21,,,,,
,10/1/2014,3.446,SHORT,,107.19,,,,,
,9/29/2014,3.479,BUY,,108.65,,,,,
,9/5/2014,4.203,SHORT,,93.06,,,,,
,9/2/2014,4.21,BUY,,93.59,,,,,
,8/26/2014,4.1735,SHORT,,94.79,,,,,
,8/12/2014,4.405,BUY,,100.45,,,,,
,7/28/2014,4.395,SELL,,100.65,,,,,
,7/22/2014,4.418,BUY,,101.38,,,,,
,7/18/2014,4.417,SELL,,101.58,,,,,
,6/27/2014,4.27,BUY,,98.4,,,,,
,6/25/2014,4.18,SHORT,,100.97,,,,,
,6/12/2014,4.115,BUY,,99.8,,,,,
,CRTO,,,,,,,,,
,5/25/2016,44.735,SELL,,210.94,,,,,
,5/10/2016,42.38,BUY,,200.24,,,,,
,5/5/2016,41.0001,SELL,,200.64,,,,,
,4/13/2016,40.05,BUY,,196.38,,,,,
,4/5/2016,40.785,SELL,,196.77,,,,,
,3/29/2016,39.8,BUY,,192.4,,,,,
,3/23/2016,39.2,SELL,,192.79,,,,,
,3/2/2016,37.95,BUY,,187.02,,,,,
,2/19/2016,37.81,SELL,,187.39,,,,,
,2/11/2016,32.94,BUY,,163.58,,,,,
,2/8/2016,27.52,SHORT,,204.51,,,,,
,1/21/2016,28.59,BUY,,213.31,,,,,
,12/28/2015,39.845,SELL,,213.74,,,,,
,12/21/2015,39.04,BUY,,209.84,,,,,
,12/11/2015,40.51,SELL,,210.26,,,,,
,11/9/2015,36.97,BUY,,192.27,,,,,
,10/26/2015,42.11,SELL,,192.66,,,,,
,10/16/2015,42.49,BUY,,194.79,,,,,
,10/9/2015,41.26,SELL,,195.18,,,,,
,10/2/2015,37.58,BUY,,178.13,,,,,
,9/18/2015,41.04,SHORT,,164.94,,,,,
,9/10/2015,36.79,BUY,,148.45,,,,,
,8/31/2015,42.53,SHORT,,131.32,,,,,
,8/27/2015,42.9675,BUY,,133.2,,,,,
,8/21/2015,43.49,SHORT,,132.15,,,,,
,8/18/2015,47.13,BUY,,143.79,,,,,
,7/24/2015,54.89,SELL,,144.08,,,,,
,7/9/2015,52.01,BUY,,136.79,,,,,
,7/7/2015,49.515,SELL,,137.06,,,,,
,7/1/2015,49.14,BUY,,136.29,,,,,
,6/22/2015,46.82,SHORT,,143.97,,,,,
,6/18/2015,46.37,BUY,,143.16,,,,,
,6/11/2015,49.31,SELL,,143.45,,,,,
,6/3/2015,47.645,BUY,,138.88,,,,,
,5/26/2015,48.595,SELL,,139.16,,,,,
,4/21/2015,42.83,BUY,,122.9,,,,,
,3/25/2015,43.06,SHORT,,122.74,,,,,
,3/13/2015,41.72,BUY,,119.4,,,,,
,3/3/2015,45.34,SELL,,119.64,,,,,
,2/27/2015,44.74,BUY,,118.29,,,,,
,2/24/2015,44.0149,SELL,,118.53,,,,,
,2/5/2015,40.53,BUY,,109.36,,,,,
,1/26/2015,41.527,SELL,,109.58,,,,,
,1/20/2015,40.193,BUY,,106.27,,,,,
,1/12/2015,40.7901,SELL,,106.48,,,,,
,1/7/2015,39.45,BUY,,103.19,,,,,
,12/29/2014,40.36,SELL,,103.4,,,,,
,12/19/2014,39.6,BUY,,101.66,,,,,
,12/15/2014,37.925,SHORT,,106.78,,,,,
,12/3/2014,38.78,BUY,,109.63,,,,,
,12/1/2014,39.145,SELL,,109.85,,,,,
,11/20/2014,38.29,BUY,,107.67,,,,,
,11/18/2014,37.96,SELL,,107.89,,,,,
,11/7/2014,34.83,BUY,,99.19,,,,,
,10/31/2014,30.92,SHORT,,114,,,,,
,10/28/2014,30.79,BUY,,113.98,,,,,
,10/22/2014,29.75,SHORT,,118.58,,,,,
,10/17/2014,30.445,BUY,,121.84,,,,,
,9/30/2014,33.68,SHORT,,111.61,,,,,
,9/22/2014,34.3,BUY,,114.12,,,,,
,9/15/2014,36.045,SELL,,114.35,,,,,
,9/9/2014,35.84,BUY,,113.93,,,,,
,9/4/2014,36.525,SELL,,114.16,,,,,
,8/29/2014,35.62,BUY,,111.55,,,,,
,8/25/2014,31.01,SELL,,111.77,,,,,
,8/15/2014,29.11,BUY,,105.13,,,,,
,8/12/2014,29.49,SHORT,,104.21,,,,,
,8/1/2014,29.95,BUY,,106.26,,,,,
,7/28/2014,30.74,SHORT,,104.01,,,,,
,7/18/2014,31.8227,BUY,,108.11,,,,,
,7/15/2014,31.8601,SHORT,,108.42,,,,,
,7/11/2014,31.6599,BUY,,108.17,,,,,
,7/8/2014,36.8051,SELL,,108.39,,,,,
,7/1/2014,33.8199,BUY,,99.8,,,,,
,CRUS,,,,,,,,,
,5/18/2016,32.97,BUY,,321.95,,,,,
,5/13/2016,31.36,SHORT,,340.73,,,,,
,5/10/2016,33.12,BUY,,361.3,,,,,
,5/4/2016,35.58,SELL,,362.02,,,,,
,4/27/2016,34.24,BUY,,349.08,,,,,
,4/18/2016,36.05,SELL,,349.78,,,,,
,4/13/2016,35.9475,BUY,,349.48,,,,,
,4/5/2016,36.5,SELL,,350.18,,,,,
,3/29/2016,34.52,BUY,,331.85,,,,,
,3/22/2016,35.245,SELL,,332.52,,,,,
,3/11/2016,34.165,BUY,,322.98,,,,,
,3/8/2016,35.7,SELL,,323.63,,,,,
,2/19/2016,32.51,BUY,,295.3,,,,,
,2/8/2016,32.08,SELL,,295.89,,,,,
,1/29/2016,32.62,BUY,,301.47,,,,,
,1/26/2016,28.07,SHORT,,361.23,,,,,
,1/22/2016,27.47,BUY,,354.93,,,,,
,1/12/2016,26.83,SHORT,,365.06,,,,,
,1/8/2016,27.54,BUY,,376.22,,,,,
,12/29/2015,31.442,SHORT,,336.03,,,,,
,12/21/2015,30.995,BUY,,332.58,,,,,
,12/9/2015,34.79,SELL,,333.25,,,,,
,11/25/2015,29.49,BUY,,283.05,,,,,
,11/20/2015,28.76,SHORT,,291.59,,,,,
,11/17/2015,28.93,BUY,,294.49,,,,,
,11/10/2015,30.78,SELL,,295.08,,,,,
,11/6/2015,31.94,BUY,,306.81,,,,,
,11/4/2015,31.32,SELL,,307.42,,,,,
,10/28/2015,31.055,BUY,,305.43,,,,,
,10/26/2015,31.915,SELL,,306.04,,,,,
,10/14/2015,29.2,BUY,,280.57,,,,,
,10/5/2015,30.885,SELL,,281.13,,,,,
,9/25/2015,28.155,BUY,,256.79,,,,,
,9/1/2015,29.38,SELL,,257.3,,,,,
,8/26/2015,27.91,BUY,,244.92,,,,,
,8/18/2015,29.3,SHORT,,234.77,,,,,
,8/10/2015,30.305,BUY,,243.8,,,,,
,7/27/2015,34.1201,SHORT,,220.16,,,,,
,7/13/2015,31.735,BUY,,205.59,,,,,
,6/26/2015,35.294,SHORT,,187.51,,,,,
,6/23/2015,35.64,BUY,,190.11,,,,,
,6/16/2015,35.57,SHORT,,191.25,,,,,
,6/10/2015,35.4,BUY,,191.1,,,,,
,6/5/2015,36.9,SELL,,191.48,,,,,
,5/28/2015,37.8,BUY,,196.54,,,,,
,5/26/2015,36.5836,SELL,,196.93,,,,,
,5/19/2015,36.6,BUY,,197.41,,,,,
,5/15/2015,35.83,SELL,,197.81,,,,,
,5/7/2015,35.225,BUY,,194.86,,,,,
,5/5/2015,34.81,SELL,,195.25,,,,,
,4/29/2015,34.5,BUY,,193.9,,,,,
,4/27/2015,33.72,SELL,,194.29,,,,,
,4/23/2015,34.18,BUY,,197.34,,,,,
,4/17/2015,33.305,SELL,,197.74,,,,,
,4/6/2015,32.7516,BUY,,194.84,,,,,
,4/1/2015,32.894,SELL,,195.23,,,,,
,3/20/2015,33.68,BUY,,200.3,,,,,
,3/17/2015,33.48,SELL,,200.7,,,,,
,2/10/2015,28.84,BUY,,173.23,,,,,
,2/6/2015,27.97,SELL,,173.58,,,,,
,1/8/2015,23.208,BUY,,144.32,,,,,
,1/6/2015,23.272,SELL,,144.61,,,,,
,12/5/2014,17.98,BUY,,111.95,,,,,
,12/1/2014,18.14,SHORT,,111.42,,,,,
,11/24/2014,18.27,BUY,,112.67,,,,,
,10/30/2014,21.56,SELL,,112.9,,,,,
,10/15/2014,19.63,BUY,,103,,,,,
,10/1/2014,20.66,SHORT,,98.5,,,,,
,9/29/2014,21.5,BUY,,102.92,,,,,
,9/22/2014,22.16,SHORT,,100.34,,,,,
,9/17/2014,22.71,BUY,,103.24,,,,,
,9/3/2014,23.955,SELL,,103.45,,,,,
