,Date,Price,Signal,
BLBD,3/16/2016,10.07,BUY,219.53
BLBD,3/14/2016,9.87,SELL,219.97
BLBD,2/29/2016,8.85,BUY,197.63
BLBD,2/5/2016,9.6,SHORT,184.04
BLBD,2/1/2016,9.81,BUY,188.82
BLBD,1/28/2016,9.4501,SHORT,197.08
BLBD,1/22/2016,9.3799,BUY,196.4
BLBD,12/29/2015,10.24,SHORT,181.91
BLBD,12/22/2015,10.3,BUY,183.71
BLBD,12/3/2015,10.5,SHORT,181
BLBD,11/24/2015,10.5,BUY,181.73
BLBD,11/17/2015,10.685,SELL,182.09
BLBD,11/11/2015,10.7361,BUY,183.33
BLBD,11/9/2015,10.7789,SELL,183.7
BLBD,10/29/2015,10.74,BUY,183.4
BLBD,10/27/2015,10.68,SELL,183.77
BLBD,10/22/2015,10.66,BUY,183.79
BLBD,10/14/2015,11.035,SELL,184.16
BLBD,10/1/2015,10.04,BUY,167.89
BLBD,9/18/2015,11.43,SHORT,150.29
BLBD,9/11/2015,11.465,BUY,151.36
BLBD,8/19/2015,12.8801,SHORT,136.92
BLBD,8/17/2015,13.01,BUY,138.86
BLBD,7/31/2015,13.166,SELL,139.14
BLBD,7/22/2015,13.054,BUY,138.23
BLBD,7/20/2015,12.9572,SHORT,139.83
BLBD,7/6/2015,13.015,BUY,141.02
BLBD,6/30/2015,13.045,SELL,141.3
BLBD,6/9/2015,12.842,BUY,139.38
BLBD,6/3/2015,13.355,SELL,139.66
BLBD,5/18/2015,12.0165,BUY,125.91
BLBD,4/30/2015,11.92,SELL,126.16
BLBD,4/21/2015,11.2099,BUY,118.88
BLBD,4/16/2015,11.0401,SELL,119.12
BLBD,4/7/2015,10.1939,BUY,110.21
BLBD,3/27/2015,10.2,SELL,110.43
BLBD,3/17/2015,9.2,BUY,99.8
,,,,
BLCM,5/20/2016,9.672,BUY,304.49
BLCM,5/11/2016,9.3101,SHORT,318.08
BLCM,5/9/2016,9.2496,BUY,317.28
BLCM,5/2/2016,10.1604,SHORT,292.35
BLCM,4/28/2016,10.5,BUY,303.33
BLCM,4/26/2016,10.96,SELL,303.94
BLCM,4/21/2016,11.07,BUY,307.61
BLCM,4/19/2016,11.06,SELL,308.23
BLCM,4/13/2016,11.02,BUY,307.73
BLCM,4/8/2016,10.78,SELL,308.35
BLCM,3/18/2016,7.74,BUY,221.84
BLCM,3/16/2016,8.05,SELL,222.28
BLCM,3/14/2016,9.64,BUY,266.72
BLCM,2/2/2016,11.2471,SHORT,234.31
BLCM,1/25/2016,12.6,BUY,263.55
BLCM,1/4/2016,19.51,SELL,264.08
BLCM,12/16/2015,18.08,BUY,245.21
BLCM,12/3/2015,23,SELL,245.7
BLCM,11/2/2015,13.4998,BUY,144.5
BLCM,10/30/2015,13.0102,SHORT,150.75
BLCM,10/27/2015,13.4998,BUY,157.05
BLCM,10/6/2015,15.615,SHORT,138.87
BLCM,10/1/2015,14.72,BUY,131.44
BLCM,9/21/2015,18.66,SELL,131.7
BLCM,8/27/2015,16.79,BUY,118.74
BLCM,8/19/2015,18.58,SHORT,108.74
BLCM,8/17/2015,18.64,BUY,109.53
BLCM,8/7/2015,19.44,SELL,109.75
BLCM,7/31/2015,20.165,BUY,114.07
BLCM,7/22/2015,19.26,SHORT,120.17
BLCM,7/20/2015,19.52,BUY,122.28
BLCM,7/15/2015,19.88,SHORT,120.59
BLCM,7/13/2015,19.67,BUY,119.79
BLCM,6/10/2015,27.26,SELL,120.03
BLCM,5/21/2015,23.584,BUY,104.05
BLCM,5/15/2015,24.22,SHORT,101.79
BLCM,5/13/2015,25.05,BUY,105.7
BLCM,4/28/2015,25.93,SELL,105.91
BLCM,3/31/2015,22.59,BUY,92.45
BLCM,3/25/2015,23.28,SELL,92.64
BLCM,3/19/2015,25.03,BUY,99.8
,,,,
BLDP,5/27/2016,1.3574,BUY,608.98
BLDP,5/20/2016,1.3576,SHORT,611.33
BLDP,5/16/2016,1.375,BUY,621.65
BLDP,5/3/2016,1.4701,SELL,622.9
BLDP,4/12/2016,1.355,BUY,575.28
BLDP,4/4/2016,1.3811,SHORT,566.88
BLDP,3/30/2016,1.3889,BUY,572.37
BLDP,3/10/2016,1.4401,SELL,573.52
BLDP,2/24/2016,1.315,BUY,524.75
BLDP,2/19/2016,1.348,SELL,525.8
BLDP,2/4/2016,1.335,BUY,521.77
BLDP,2/2/2016,1.335,SHORT,523.86
BLDP,1/15/2016,1.2667,BUY,499.05
BLDP,12/31/2015,1.6,SELL,500.05
BLDP,12/16/2015,1.1949,BUY,374.19
BLDP,11/30/2015,1.357,SHORT,335.6
BLDP,11/25/2015,1.363,BUY,338.44
BLDP,11/17/2015,1.4478,SHORT,321
BLDP,11/2/2015,1.5444,BUY,343.79
BLDP,10/12/2015,1.515,SELL,344.48
BLDP,9/30/2015,1.175,BUY,267.71
BLDP,9/15/2015,1.305,SELL,268.25
BLDP,8/28/2015,1.245,BUY,256.43
BLDP,8/13/2015,1.3001,SHORT,246.99
BLDP,8/10/2015,1.3191,BUY,251.61
BLDP,7/31/2015,1.3559,SHORT,245.94
BLDP,7/14/2015,1.4649,BUY,266.78
BLDP,6/25/2015,2.2301,SELL,267.31
BLDP,6/18/2015,2.315,BUY,278.04
BLDP,6/16/2015,2.375,SELL,278.6
BLDP,6/3/2015,2.08,BUY,244.48
BLDP,5/22/2015,2.0964,SHORT,243.56
BLDP,5/13/2015,2.185,BUY,254.87
BLDP,5/7/2015,2.15,SHORT,260.13
BLDP,4/28/2015,2.21,BUY,268.46
BLDP,4/17/2015,2.345,SELL,269
BLDP,4/2/2015,2.109,BUY,242.41
BLDP,3/9/2015,2.28,SHORT,226.4
BLDP,3/5/2015,2.31,BUY,230.3
BLDP,2/13/2015,2.75,SELL,230.76
BLDP,2/11/2015,2.52,BUY,211.88
BLDP,2/9/2015,1.697,SELL,212.3
BLDP,2/3/2015,1.6635,BUY,208.53
BLDP,1/28/2015,1.607,SHORT,217
BLDP,1/26/2015,1.5235,BUY,206.55
BLDP,1/5/2015,1.805,SHORT,179.4
BLDP,12/29/2014,1.885,BUY,188.1
BLDP,12/23/2014,1.785,SHORT,200.06
BLDP,12/17/2014,1.81,BUY,203.68
BLDP,11/26/2014,2.3901,SHORT,164.56
BLDP,11/20/2014,2.415,BUY,166.94
BLDP,11/5/2014,2.8401,SHORT,145.79
BLDP,10/28/2014,2.8799,BUY,148.43
BLDP,10/22/2014,2.86,SHORT,150.07
BLDP,10/16/2014,2.75,BUY,144.88
BLDP,10/1/2014,3.08,SHORT,131.38
BLDP,9/24/2014,3.13,BUY,134.05
BLDP,9/4/2014,3.7156,SHORT,116.26
BLDP,8/25/2014,3.8756,BUY,121.75
BLDP,7/24/2014,4.14,SELL,121.99
BLDP,7/21/2014,4,BUY,118.1
BLDP,7/17/2014,3.81,SELL,118.34
BLDP,7/15/2014,3.92,BUY,122
BLDP,6/30/2014,4.135,SELL,122.24
BLDP,6/13/2014,3.3692,BUY,99.8
,,,,
BLDR,5/26/2016,11.84,SELL,"1,700.28"
BLDR,5/10/2016,11.186,BUY,"1,609.58"
BLDR,5/6/2016,10.964,SHORT,"1,649.44"
BLDR,5/2/2016,11.2486,BUY,"1,699.05"
BLDR,4/25/2016,12.2364,SELL,"1,702.45"
BLDR,3/23/2016,10.125,BUY,"1,411.51"
BLDR,3/21/2016,10.05,SELL,"1,414.34"
BLDR,3/14/2016,9.7,BUY,"1,367.82"
BLDR,3/9/2016,9.73,SELL,"1,370.56"
BLDR,2/24/2016,7.26,BUY,"1,024.69"
BLDR,2/18/2016,6.99,SHORT,"1,070.14"
BLDR,2/16/2016,6.79,BUY,"1,043.69"
BLDR,2/5/2016,7.74,SHORT,933.32
BLDR,1/29/2016,7.805,BUY,944.93
BLDR,1/27/2016,7.79,SHORT,950.55
BLDR,1/21/2016,7.67,BUY,939.66
BLDR,1/6/2016,10.995,SHORT,724.37
BLDR,12/31/2015,10.78,BUY,713.05
BLDR,12/1/2015,13.44,SELL,714.48
BLDR,11/19/2015,13.38,BUY,712.72
BLDR,11/10/2015,14.56,SELL,714.15
BLDR,11/4/2015,12.1898,BUY,599.09
BLDR,10/20/2015,13.145,SHORT,560.75
BLDR,10/15/2015,13.1,BUY,561.07
BLDR,10/12/2015,14.265,SHORT,520.79
BLDR,10/1/2015,12.88,BUY,472.11
BLDR,9/17/2015,16.24,SELL,473.06
BLDR,8/27/2015,14.08,BUY,410.96
BLDR,8/25/2015,14.49,SELL,411.78
BLDR,8/18/2015,14.6573,BUY,417.37
BLDR,8/4/2015,15.17,SELL,418.21
BLDR,7/31/2015,14.86,BUY,410.48
BLDR,7/28/2015,12.974,SELL,411.3
BLDR,7/17/2015,12.47,BUY,396.11
BLDR,7/14/2015,12.63,SHORT,392.72
BLDR,7/10/2015,12.32,BUY,384.62
BLDR,6/26/2015,13.58,SELL,385.39
BLDR,6/15/2015,12.61,BUY,358.58
BLDR,6/9/2015,12.212,SHORT,372.15
BLDR,6/3/2015,12.52,BUY,383.07
BLDR,5/22/2015,12.91,SELL,383.84
BLDR,5/19/2015,12.98,BUY,386.69
BLDR,5/11/2015,12.805,SELL,387.46
BLDR,5/7/2015,12.649,BUY,383.51
BLDR,4/29/2015,12.935,SELL,384.28
BLDR,4/27/2015,13.11,BUY,390.26
BLDR,4/17/2015,13.57,SELL,391.04
BLDR,3/30/2015,6.61,BUY,190.86
BLDR,3/26/2015,6.2901,SELL,191.24
BLDR,3/12/2015,6.01,BUY,183.09
BLDR,2/20/2015,6.89,SELL,183.46
BLDR,2/3/2015,6.07,BUY,161.95
BLDR,1/28/2015,6.039,SHORT,163.44
BLDR,1/23/2015,5.886,BUY,159.94
BLDR,1/15/2015,6.31,SHORT,150.47
BLDR,1/8/2015,6.53,BUY,156.34
BLDR,1/2/2015,6.81,SELL,156.65
BLDR,12/29/2014,6.83,BUY,157.42
BLDR,12/24/2014,6.6818,SELL,157.74
BLDR,12/22/2014,6.6682,BUY,157.73
BLDR,12/10/2014,6.51,SELL,158.05
BLDR,12/5/2014,6.58,BUY,160.07
BLDR,11/28/2014,6.26,SELL,160.39
BLDR,11/20/2014,5.93,BUY,152.24
BLDR,11/13/2014,5.8675,SELL,152.55
BLDR,10/29/2014,5.7,BUY,148.49
BLDR,10/27/2014,5.48,SELL,148.79
BLDR,10/15/2014,4.9834,BUY,135.58
BLDR,9/12/2014,6.6028,SHORT,109.31
BLDR,9/8/2014,6.8172,BUY,113.31
BLDR,9/3/2014,6.8628,SELL,113.54
BLDR,8/14/2014,6.1999,BUY,102.78
BLDR,8/7/2014,6.085,SHORT,105.18
BLDR,7/30/2014,6.13,BUY,106.38
BLDR,7/24/2014,6.72,SHORT,98.19
BLDR,7/22/2014,6.79,BUY,99.61
BLDR,7/7/2014,7.572,SELL,99.81
BLDR,6/27/2014,7.343,BUY,96.99
BLDR,6/25/2014,7.362,SHORT,97.13
BLDR,6/19/2014,7.534,BUY,99.8
,,,,
BLFS,5/31/2016,1.605,SHORT,361.41
BLFS,5/25/2016,1.562,BUY,353.14
BLFS,4/21/2016,1.85,SELL,353.85
BLFS,4/18/2016,1.889,BUY,362.03
BLFS,4/8/2016,1.8656,SELL,362.76
BLFS,4/4/2016,1.8319,BUY,356.92
BLFS,3/18/2016,1.858,SELL,357.64
BLFS,3/8/2016,1.8031,BUY,347.77
BLFS,2/29/2016,1.748,SHORT,360.53
BLFS,2/17/2016,1.803,BUY,373.37
BLFS,2/2/2016,1.9,SHORT,356.66
BLFS,1/22/2016,1.745,BUY,328.88
BLFS,1/8/2016,2.1576,SHORT,277.19
BLFS,12/18/2015,2.2224,BUY,286.66
BLFS,12/1/2015,2.2471,SHORT,284.68
BLFS,11/27/2015,2.2339,BUY,284.14
BLFS,11/19/2015,2.2161,SHORT,287.59
BLFS,10/28/2015,2.2736,BUY,296.24
BLFS,10/23/2015,2.2872,SELL,296.83
BLFS,10/16/2015,2.2228,BUY,289.05
BLFS,10/8/2015,2.1799,SELL,289.63
BLFS,10/6/2015,2.2099,BUY,294.2
BLFS,9/16/2015,2.201,SELL,294.79
BLFS,9/11/2015,2.3099,BUY,310
BLFS,9/9/2015,2.3408,SELL,310.62
BLFS,8/28/2015,2.0308,BUY,270.02
BLFS,8/21/2015,2.0475,SHORT,268.91
BLFS,8/14/2015,2.0725,BUY,273.29
BLFS,8/7/2015,2.217,SELL,273.84
BLFS,7/29/2015,2.2226,BUY,275.08
BLFS,7/24/2015,2.3673,SELL,275.63
BLFS,7/2/2015,1.994,BUY,232.63
BLFS,6/30/2015,1.966,SHORT,236.94
BLFS,6/24/2015,2.034,BUY,246.12
BLFS,6/8/2015,2.4368,SELL,246.61
BLFS,5/20/2015,1.8836,BUY,191.01
BLFS,5/11/2015,2.015,SELL,191.39
BLFS,5/1/2015,1.9335,BUY,184.02
BLFS,4/28/2015,1.9664,SELL,184.39
BLFS,4/24/2015,2.0168,BUY,189.49
BLFS,4/21/2015,2.0351,SELL,189.87
BLFS,4/10/2015,1.6118,BUY,150.68
BLFS,3/26/2015,1.6824,SHORT,145.19
BLFS,3/24/2015,1.6826,BUY,145.79
BLFS,2/18/2015,2.0911,SELL,146.08
BLFS,1/7/2015,1.75,BUY,122.5
BLFS,12/23/2014,1.8172,SHORT,118.61
BLFS,12/11/2014,1.82,BUY,119.27
BLFS,11/21/2014,2.1901,SELL,119.51
BLFS,10/21/2014,2.1025,BUY,114.96
BLFS,10/15/2014,2.0779,SHORT,116.8
BLFS,10/2/2014,2.1586,BUY,121.82
BLFS,9/15/2014,2.3901,SELL,122.06
BLFS,9/9/2014,2.459,BUY,125.83
BLFS,9/4/2014,2.461,SELL,126.08
BLFS,8/21/2014,2.1845,BUY,112.14
BLFS,8/8/2014,2.592,SELL,112.36
BLFS,7/17/2014,2.43,BUY,105.55
BLFS,7/9/2014,2.36,SELL,105.76
BLFS,6/30/2014,2.21,BUY,99.24
BLFS,6/18/2014,2.41,SELL,99.44
BLFS,6/12/2014,2.333,BUY,96.46
BLFS,6/3/2014,2.266,SHORT,99.8
,,,,
BLIN,5/31/2016,0.7416,BUY,69.71
BLIN,5/2/2016,0.829,SELL,69.85
BLIN,4/28/2016,0.831,BUY,70.16
BLIN,4/21/2016,0.839,SELL,70.3
BLIN,4/13/2016,0.856,BUY,71.87
BLIN,2/29/2016,0.9036,SELL,72.01
BLIN,2/19/2016,0.901,BUY,71.95
BLIN,2/1/2016,0.9286,SHORT,70.15
BLIN,1/27/2016,0.95,BUY,72.05
BLIN,12/7/2015,1.2232,SELL,72.19
BLIN,12/3/2015,1.2594,BUY,74.48
BLIN,11/30/2015,1.2205,SELL,74.63
BLIN,11/12/2015,1.202,BUY,73.65
BLIN,10/22/2015,1.2473,SHORT,71.35
BLIN,10/16/2015,1.3089,BUY,75.17
BLIN,10/9/2015,1.2656,SHORT,78.14
BLIN,10/5/2015,1.2214,BUY,75.71
BLIN,9/25/2015,1.2801,SHORT,72.68
BLIN,9/23/2015,1.2941,BUY,73.77
BLIN,9/9/2015,1.328,SELL,73.92
BLIN,8/28/2015,1.4,BUY,78.08
BLIN,8/18/2015,1.34,SHORT,82.07
BLIN,8/10/2015,1.358,BUY,83.51
BLIN,7/20/2015,1.5985,SHORT,72.88
BLIN,7/14/2015,1.7859,BUY,81.75
BLIN,6/30/2015,1.797,SELL,81.91
BLIN,6/24/2015,1.7636,BUY,80.55
BLIN,5/11/2015,2.174,SELL,80.71
BLIN,4/30/2015,2.15,BUY,79.98
BLIN,4/20/2015,2.142,SHORT,80.6
BLIN,4/7/2015,2.2055,BUY,83.32
BLIN,4/2/2015,2.295,SELL,83.49
BLIN,3/24/2015,2.4035,BUY,87.61
BLIN,3/11/2015,2.345,SHORT,90.21
BLIN,3/5/2015,2.4305,BUY,93.87
BLIN,3/3/2015,2.443,SHORT,93.77
BLIN,2/24/2015,2.458,BUY,94.72
BLIN,2/13/2015,2.6475,SELL,94.91
BLIN,2/4/2015,2.608,BUY,93.68
BLIN,1/29/2015,2.5475,SELL,93.87
BLIN,1/21/2015,2.407,BUY,88.87
BLIN,12/26/2014,2.645,SHORT,81.86
BLIN,12/23/2014,2.805,BUY,87.16
BLIN,12/3/2014,3.3935,SELL,87.33
BLIN,11/24/2014,3.3245,BUY,85.73
BLIN,11/18/2014,3.1915,SHORT,89.82
BLIN,11/13/2014,3.2163,BUY,90.88
BLIN,11/3/2014,3.2445,SELL,91.06
BLIN,10/23/2014,3.2135,BUY,90.37
BLIN,10/13/2014,3.14,SHORT,92.91
BLIN,10/6/2014,3.31,BUY,98.33
BLIN,9/17/2014,3.7935,SHORT,87.56
BLIN,9/12/2014,3.911,BUY,90.63
BLIN,9/5/2014,3.746,SHORT,95.19
BLIN,8/28/2014,3.73,BUY,95.16
BLIN,7/24/2014,4.247,SHORT,85.17
BLIN,7/11/2014,4.591,BUY,92.44
BLIN,7/9/2014,4.3955,SELL,92.63
BLIN,7/3/2014,4.4045,BUY,93.01
BLIN,6/27/2014,4.4952,SELL,93.2
BLIN,6/23/2014,4.5,BUY,93.49
BLIN,6/16/2014,4.525,SELL,93.68
BLIN,6/9/2014,4.445,BUY,92.21
BLIN,6/4/2014,4.145,SHORT,99.8
,,,,
BLKB,5/26/2016,61.432,BUY,202.96
BLKB,5/23/2016,59.26,SHORT,211.53
BLKB,5/16/2016,59.99,BUY,214.99
BLKB,4/20/2016,64.26,SELL,215.42
BLKB,4/13/2016,62.46,BUY,209.81
BLKB,4/5/2016,62.01,SELL,210.23
BLKB,3/29/2016,60.3,BUY,204.84
BLKB,3/22/2016,61.01,SELL,205.25
BLKB,3/9/2016,58.47,BUY,197.1
BLKB,3/3/2016,57.7,SELL,197.5
BLKB,2/25/2016,56.6,BUY,194.12
BLKB,2/4/2016,59.96,SELL,194.51
BLKB,1/29/2016,59.31,BUY,192.79
BLKB,1/27/2016,58.98,SHORT,194.65
BLKB,1/21/2016,58.19,BUY,192.81
BLKB,12/30/2015,67.305,SELL,193.2
BLKB,12/16/2015,65.07,BUY,187.16
BLKB,12/9/2015,63.37,SELL,187.54
BLKB,11/27/2015,62.47,BUY,185.25
BLKB,11/20/2015,60.99,SHORT,190.62
BLKB,11/17/2015,59.88,BUY,187.9
BLKB,11/12/2015,61.76,SELL,188.28
BLKB,11/6/2015,62.405,BUY,190.63
BLKB,10/27/2015,62.97,SELL,191.01
BLKB,10/23/2015,63.48,BUY,192.94
BLKB,10/21/2015,61.485,SELL,193.33
BLKB,10/16/2015,60.93,BUY,191.97
BLKB,10/13/2015,60.525,SELL,192.35
BLKB,10/1/2015,56.17,BUY,178.87
BLKB,9/15/2015,57.29,SHORT,176.14
BLKB,9/3/2015,56.84,BUY,175.46
BLKB,8/19/2015,62.1,SELL,175.81
BLKB,8/12/2015,60.86,BUY,172.64
BLKB,8/6/2015,60.635,SELL,172.99
BLKB,7/31/2015,60.37,BUY,172.58
BLKB,7/24/2015,59.35,SELL,172.93
BLKB,7/1/2015,57.37,BUY,167.5
BLKB,6/22/2015,59.185,SELL,167.84
BLKB,6/15/2015,52.435,BUY,149
BLKB,6/8/2015,51.84,SELL,149.3
BLKB,5/28/2015,51.87,BUY,149.69
BLKB,5/19/2015,52.7901,SELL,149.99
BLKB,5/1/2015,51.15,BUY,145.62
BLKB,4/29/2015,49.06,SELL,145.91
BLKB,4/2/2015,47.52,BUY,141.61
BLKB,3/25/2015,46.925,SELL,141.89
BLKB,3/13/2015,44.79,BUY,135.71
BLKB,3/4/2015,45.28,SELL,135.98
BLKB,2/13/2015,44.01,BUY,132.43
BLKB,2/11/2015,44.07,SELL,132.7
BLKB,2/3/2015,45,BUY,135.77
BLKB,1/26/2015,45.88,SELL,136.04
BLKB,1/13/2015,43.89,BUY,130.4
BLKB,12/29/2014,44.85,SELL,130.66
BLKB,12/22/2014,43.55,BUY,127.13
BLKB,12/11/2014,43.95,SELL,127.38
BLKB,11/26/2014,42.44,BUY,123.25
BLKB,11/7/2014,44.9475,SELL,123.5
BLKB,10/13/2014,38.62,BUY,106.33
BLKB,10/10/2014,37.58,SHORT,109.8
BLKB,9/29/2014,38.625,BUY,113.31
BLKB,9/22/2014,39.23,SELL,113.54
BLKB,9/18/2014,39.46,BUY,114.43
BLKB,9/15/2014,39.84,SELL,114.66
BLKB,9/11/2014,40.365,BUY,116.4
BLKB,9/9/2014,40.15,SELL,116.63
BLKB,7/29/2014,34.555,BUY,100.58
BLKB,7/7/2014,36.21,SELL,100.78
BLKB,6/25/2014,35.53,BUY,99.09
BLKB,6/19/2014,35.62,SELL,99.29
BLKB,6/9/2014,35.73,BUY,99.8
,,,,
BLMN,5/25/2016,18.9,BUY,198.55
BLMN,5/11/2016,19.05,SELL,198.95
BLMN,5/5/2016,19.23,BUY,201.23
BLMN,4/29/2016,18.79,SELL,201.63
BLMN,4/26/2016,17.92,BUY,192.68
BLMN,4/21/2016,17.51,SELL,193.07
BLMN,3/29/2016,16.375,BUY,180.92
BLMN,3/23/2016,16.6,SHORT,179.22
BLMN,3/18/2016,17.28,BUY,187.31
BLMN,3/10/2016,17.27,SELL,187.69
BLMN,2/23/2016,16.18,BUY,176.2
BLMN,2/17/2016,15.955,SHORT,179.44
BLMN,2/10/2016,15.875,BUY,179.26
BLMN,2/8/2016,16.45,SELL,179.62
BLMN,2/4/2016,17.4,BUY,190.37
BLMN,2/2/2016,17.47,SELL,190.75
BLMN,1/29/2016,17.3499,BUY,189.82
BLMN,1/15/2016,16.64,SELL,190.2
BLMN,1/11/2016,15.895,BUY,182.05
BLMN,12/28/2015,17.075,SELL,182.41
BLMN,12/16/2015,16.8,BUY,179.83
BLMN,11/30/2015,17.44,SELL,180.19
BLMN,11/17/2015,16.25,BUY,168.23
BLMN,10/29/2015,17.41,SHORT,158.35
BLMN,10/26/2015,17.89,BUY,163.37
BLMN,10/21/2015,19.16,SELL,163.7
BLMN,10/19/2015,19.19,BUY,164.28
BLMN,10/13/2015,18.6975,SHORT,169.4
BLMN,10/8/2015,18.17,BUY,165.28
BLMN,10/6/2015,18.165,SHORT,165.99
BLMN,10/2/2015,18.165,BUY,166.66
BLMN,9/23/2015,19.84,SHORT,154.3
BLMN,9/16/2015,20.34,BUY,158.82
BLMN,9/10/2015,20.52,SHORT,158.07
BLMN,8/27/2015,19.795,BUY,153.1
BLMN,8/6/2015,22.93,SELL,153.41
BLMN,7/30/2015,22.285,BUY,149.39
BLMN,7/17/2015,23.3301,SELL,149.69
BLMN,7/2/2015,21.74,BUY,139.77
BLMN,6/17/2015,21.945,SELL,140.05
BLMN,6/10/2015,22.81,BUY,145.86
BLMN,5/26/2015,22.57,SELL,146.15
BLMN,5/11/2015,21.635,BUY,140.38
BLMN,4/29/2015,22.98,SHORT,133.15
BLMN,4/23/2015,22.73,BUY,132.23
BLMN,4/9/2015,23.405,SHORT,129.04
BLMN,3/30/2015,23.92,BUY,132.41
BLMN,3/25/2015,24.865,SHORT,128.07
BLMN,3/20/2015,24.978,BUY,129.17
BLMN,3/18/2015,24.755,SHORT,130.87
BLMN,2/18/2015,24.7,BUY,131.1
BLMN,2/13/2015,24.58,SHORT,132.27
BLMN,2/11/2015,24.49,BUY,132.31
BLMN,2/9/2015,24.485,SHORT,132.87
BLMN,2/4/2015,24.675,BUY,134.44
BLMN,1/28/2015,25.1225,SELL,134.71
BLMN,1/26/2015,25.04,BUY,134.54
BLMN,1/21/2015,25.06,SELL,134.81
BLMN,1/7/2015,23.92,BUY,128.94
BLMN,1/5/2015,23.74,SELL,129.2
BLMN,12/29/2014,23.86,BUY,130.11
BLMN,12/19/2014,23.6234,SELL,130.37
BLMN,12/2/2014,22.685,BUY,125.44
BLMN,11/26/2014,22.025,SELL,125.69
BLMN,11/12/2014,21.14,BUY,120.88
BLMN,11/7/2014,21.843,SELL,121.12
BLMN,11/5/2014,20.872,BUY,115.97
BLMN,11/3/2014,18.81,SELL,116.2
BLMN,10/27/2014,18.49,BUY,114.45
BLMN,10/23/2014,18.2,SELL,114.68
BLMN,10/16/2014,18.21,BUY,114.97
BLMN,10/7/2014,18.01,SELL,115.2
BLMN,10/3/2014,18.45,BUY,118.25
BLMN,9/30/2014,18.725,SELL,118.49
BLMN,9/25/2014,18.35,BUY,116.35
BLMN,9/22/2014,17.88,SELL,116.58
BLMN,8/26/2014,16.3675,BUY,106.93
BLMN,8/15/2014,16.26,SHORT,108.07
BLMN,8/8/2014,16.175,BUY,107.94
BLMN,6/30/2014,22.605,SELL,108.16
BLMN,6/17/2014,22.075,BUY,105.84
BLMN,6/12/2014,22.31,SELL,106.05
BLMN,6/2/2014,20.954,BUY,99.8
,,,,
BLMT,5/31/2016,22.97,BUY,129.28
BLMT,5/26/2016,22.6801,SHORT,131.48
BLMT,5/23/2016,22.1399,BUY,128.86
BLMT,5/19/2016,21.9125,SHORT,130.73
BLMT,5/16/2016,22.3126,BUY,133.65
BLMT,5/12/2016,22.33,SHORT,134.08
BLMT,5/10/2016,22.77,BUY,137.27
BLMT,4/28/2016,23.76,SELL,137.55
BLMT,4/12/2016,22.0399,BUY,127.85
BLMT,4/1/2016,22.38,SELL,128.11
BLMT,3/18/2016,22.2,BUY,127.33
BLMT,3/8/2016,22.36,SELL,127.59
BLMT,3/1/2016,22.18,BUY,126.82
BLMT,2/23/2016,21.955,SHORT,128.65
BLMT,2/17/2016,21.11,BUY,124.19
BLMT,2/4/2016,22.28,SHORT,118.47
BLMT,2/2/2016,22.38,BUY,119.48
BLMT,1/8/2016,22.64,SHORT,118.6
BLMT,1/6/2016,22.77,BUY,119.76
BLMT,1/4/2016,23.036,SELL,120
BLMT,12/28/2015,22.964,BUY,119.86
BLMT,12/18/2015,22.68,SELL,120.1
BLMT,12/15/2015,22.635,BUY,120.1
BLMT,12/8/2015,22.64,SELL,120.34
BLMT,11/16/2015,21.98,BUY,117.07
BLMT,11/11/2015,22.635,SELL,117.3
BLMT,11/2/2015,22.15,BUY,115.02
BLMT,10/27/2015,21.76,SELL,115.25
BLMT,10/23/2015,21.71,BUY,115.22
BLMT,10/13/2015,21.16,SHORT,118.77
BLMT,9/30/2015,21.1,BUY,118.91
BLMT,9/24/2015,21.215,SELL,119.15
BLMT,9/15/2015,21.38,BUY,120.32
BLMT,8/19/2015,21.1575,SELL,120.56
BLMT,7/30/2015,20.985,BUY,119.82
BLMT,7/9/2015,21.82,SHORT,115.87
BLMT,6/30/2015,22.058,BUY,117.6
BLMT,6/12/2015,23.345,SELL,117.84
BLMT,6/2/2015,22.7276,BUY,114.95
BLMT,5/26/2015,22.6224,SELL,115.18
BLMT,5/5/2015,21.046,BUY,107.37
BLMT,5/1/2015,21.05,SELL,107.59
BLMT,4/27/2015,20.63,BUY,105.65
BLMT,4/21/2015,20.22,SELL,105.86
BLMT,4/1/2015,19.53,BUY,102.45
BLMT,3/20/2015,19.15,SELL,102.66
BLMT,3/13/2015,19.11,BUY,102.65
BLMT,2/24/2015,18.76,SELL,102.86
BLMT,2/17/2015,18.92,BUY,103.95
BLMT,2/4/2015,18.71,SELL,104.16
BLMT,1/20/2015,18.61,BUY,103.81
BLMT,1/15/2015,18.65,SELL,104.02
BLMT,1/5/2015,18.695,BUY,104.48
BLMT,12/19/2014,18.77,SHORT,104.48
BLMT,12/4/2014,18.81,BUY,105.12
BLMT,11/19/2014,18.97,SELL,105.33
BLMT,11/11/2014,18.96,BUY,105.49
BLMT,11/5/2014,18.98,SELL,105.7
BLMT,10/29/2014,18.87,BUY,105.3
BLMT,10/24/2014,18.49,SELL,105.51
BLMT,10/20/2014,18.38,BUY,105.09
BLMT,10/2/2014,18.44,SHORT,105.17
BLMT,9/18/2014,18.4,BUY,105.36
BLMT,9/10/2014,18.42,SELL,105.57
BLMT,7/24/2014,16.8574,BUY,96.81
