,Date,Price,Signal,
BBEP,11/17/2015,2.195,SHORT,"1,115.99"
BBEP,11/13/2015,2.225,BUY,"1,135.78"
BBEP,11/6/2015,2.47,SELL,"1,138.06"
BBEP,10/5/2015,2.2072,BUY,"1,019.01"
BBEP,9/22/2015,2.4901,SELL,"1,021.05"
BBEP,9/16/2015,2.435,BUY,"1,000.46"
BBEP,9/11/2015,2.665,SELL,"1,002.46"
BBEP,9/8/2015,2.695,BUY,"1,015.78"
BBEP,9/1/2015,2.775,SHORT,991.28
BBEP,8/27/2015,2.585,BUY,927.11
BBEP,8/13/2015,2.86,SHORT,849.18
BBEP,8/6/2015,2.81,BUY,837.68
BBEP,7/31/2015,3.28,SHORT,735.63
BBEP,7/24/2015,3.125,BUY,703.68
BBEP,6/25/2015,5.19,SHORT,505.41
BBEP,6/23/2015,5.28,BUY,516.24
BBEP,5/7/2015,6.5204,SELL,517.27
BBEP,4/29/2015,6.31,BUY,501.58
BBEP,4/24/2015,6.27,SELL,502.59
BBEP,4/13/2015,5.6399,BUY,452.99
BBEP,3/27/2015,5.969,SHORT,431.04
BBEP,3/18/2015,5.8,BUY,420.52
BBEP,3/11/2015,6.34,SHORT,389.07
BBEP,3/3/2015,7.54,BUY,464.57
BBEP,2/20/2015,7.72,SELL,465.5
BBEP,2/17/2015,7.93,BUY,479.12
BBEP,2/4/2015,8.435,SELL,480.08
BBEP,1/21/2015,5.025,BUY,286.57
BBEP,1/7/2015,6.81,SHORT,227.97
BBEP,1/2/2015,7.01,BUY,235.61
BBEP,12/22/2014,7.68,SHORT,217.57
BBEP,12/17/2014,7.6699,BUY,218.16
BBEP,12/5/2014,10.98,SHORT,168.3
BBEP,12/3/2014,11.86,BUY,182.52
BBEP,11/19/2014,14.994,SHORT,151.57
BBEP,11/14/2014,15.211,BUY,154.38
BBEP,11/7/2014,16.68,SELL,154.69
BBEP,10/29/2014,16.42,BUY,152.58
BBEP,10/27/2014,16.58,SHORT,151.73
BBEP,10/15/2014,14.47,BUY,132.95
BBEP,10/1/2014,20.24,SHORT,103.87
BBEP,9/29/2014,20.8128,BUY,107.24
BBEP,9/22/2014,21.5172,SHORT,104.26
BBEP,9/16/2014,21.7355,BUY,105.74
BBEP,9/4/2014,22.82,SELL,105.95
BBEP,8/27/2014,22.43,BUY,104.35
BBEP,8/22/2014,22.12,SELL,104.56
BBEP,8/4/2014,21.12,BUY,100.03
BBEP,7/31/2014,21.4726,SHORT,98.81
BBEP,7/14/2014,21.895,BUY,101.16
BBEP,7/10/2014,21.96,SELL,101.36
BBEP,6/23/2014,22.075,BUY,102.1
BBEP,6/16/2014,21.96,SELL,102.3
BBEP,6/12/2014,21.7599,BUY,101.57
BBEP,6/10/2014,21.5901,SELL,101.77
BBEP,5/28/2014,21.13,BUY,99.8
,,,,
BBEPP,5/23/2016,0.3305,BUY,877.76
BBEPP,5/2/2016,2.1305,SHORT,477.69
BBEPP,4/28/2016,2.2495,BUY,506.4
BBEPP,4/18/2016,2.73,SHORT,432.34
BBEPP,4/13/2016,5.15,BUY,818.85
BBEPP,3/29/2016,9.35,SELL,820.49
BBEPP,3/22/2016,7.81,BUY,686.72
BBEPP,3/10/2016,6.9805,SELL,688.1
BBEPP,3/7/2016,6.8295,BUY,674.56
BBEPP,3/3/2016,6.4205,SELL,675.91
BBEPP,3/1/2016,6.335,BUY,668.25
BBEPP,2/19/2016,6.68,SELL,669.59
BBEPP,2/12/2016,5.9142,BUY,594.02
BBEPP,2/8/2016,6.5038,SELL,595.21
BBEPP,2/4/2016,7.01,BUY,642.82
BBEPP,2/1/2016,7.32,SELL,644.11
BBEPP,1/22/2016,4.59,BUY,404.7
BBEPP,1/19/2016,4.49,SHORT,415.58
BBEPP,1/14/2016,4.51,BUY,419.11
BBEPP,1/6/2016,4.8901,SHORT,390.44
BBEPP,1/4/2016,5.1499,BUY,412.83
BBEPP,12/29/2015,5.0514,SHORT,422.73
BBEPP,12/23/2015,4.98,BUY,418.43
BBEPP,12/4/2015,7.691,SHORT,310.62
BBEPP,11/27/2015,9.09,BUY,368.59
BBEPP,10/26/2015,12.6765,SELL,369.33
BBEPP,10/20/2015,12.67,BUY,369.88
BBEPP,10/12/2015,12.9475,SELL,370.62
BBEPP,10/5/2015,9.89,BUY,283.67
BBEPP,9/18/2015,13.7665,SHORT,222.23
BBEPP,9/15/2015,13.0735,BUY,211.89
BBEPP,9/9/2015,14.2299,SELL,212.31
BBEPP,9/8/2015,14.7,BUY,219.76
BBEPP,9/1/2015,14.227,SHORT,228.23
BBEPP,8/26/2015,12.633,BUY,203.47
BBEPP,8/13/2015,15.43,SHORT,172.94
BBEPP,8/7/2015,14.36,BUY,161.59
BBEPP,7/31/2015,16.41,SHORT,144.22
BBEPP,7/28/2015,16.32,BUY,144
BBEPP,5/28/2015,22.574,SELL,144.29
BBEPP,5/8/2015,22.45,BUY,143.78
BBEPP,5/1/2015,22.5053,SELL,144.07
BBEPP,4/2/2015,20.42,BUY,130.98
BBEPP,3/25/2015,21.08,SHORT,127.51
BBEPP,3/20/2015,21.1735,BUY,128.59
BBEPP,3/4/2015,23.22,SELL,128.85
BBEPP,2/23/2015,22.224,BUY,123.57
BBEPP,2/11/2015,22.3,SELL,123.82
BBEPP,1/27/2015,19.1299,BUY,106.43
BBEPP,1/23/2015,18.495,SHORT,110.66
BBEPP,1/16/2015,18.64,BUY,111.97
BBEPP,12/29/2014,21.74,SELL,112.19
BBEPP,12/12/2014,19.655,BUY,101.63
BBEPP,11/28/2014,24.27,SELL,101.83
BBEPP,11/19/2014,23.92,BUY,100.56
BBEPP,11/3/2014,24.64,SHORT,98.1
BBEPP,10/16/2014,24.6095,BUY,98.37
BBEPP,10/9/2014,24.97,SHORT,97.36
BBEPP,10/3/2014,25.35,BUY,99.24
BBEPP,9/23/2014,25.492,SHORT,99.09
BBEPP,9/17/2014,25.77,BUY,100.57
BBEPP,8/29/2014,25.973,SELL,100.77
BBEPP,8/20/2014,25.98,BUY,101
BBEPP,8/18/2014,25.92,SELL,101.2
BBEPP,8/8/2014,25.51,BUY,99.8
,,,,
BBGI,3/17/2016,3.599,QUIT,192.32
BBGI,2/23/2016,3.33,BUY,178.3
BBGI,2/17/2016,3.34,SHORT,178.48
BBGI,1/25/2016,3.4349,BUY,184.29
BBGI,1/20/2016,3.3551,SELL,184.66
BBGI,1/11/2016,3.61,BUY,199.09
BBGI,5/28/2015,4.61,QUIT,199.49
BBGI,4/16/2015,5.0144,SHORT,184.97
BBGI,3/25/2015,4.9399,BUY,182.95
BBGI,3/17/2015,5.1401,SELL,183.32
BBGI,3/11/2015,5.1499,BUY,184.04
BBGI,2/27/2015,5.0401,SHORT,188.89
BBGI,2/17/2015,5.1187,BUY,192.61
BBGI,2/6/2015,5.234,SELL,193
BBGI,1/26/2015,5.23,BUY,193.24
BBGI,1/15/2015,5.3401,SELL,193.63
BBGI,1/12/2015,5.2849,BUY,192.01
BBGI,12/11/2014,5.3706,SELL,192.39
BBGI,12/4/2014,5.358,BUY,192.32
BBGI,11/20/2014,5.5201,SELL,192.71
BBGI,11/7/2014,4.75,BUY,166.16
BBGI,10/20/2014,5.485,SHORT,147.11
BBGI,10/16/2014,5.435,BUY,146.35
BBGI,10/1/2014,5.351,SHORT,149.28
BBGI,9/23/2014,5.4098,BUY,151.53
BBGI,9/17/2014,6.0001,SHORT,138.51
BBGI,9/8/2014,6.2175,BUY,144.1
BBGI,8/21/2014,6.13,SHORT,146.77
BBGI,8/18/2014,6.175,BUY,148.44
BBGI,8/11/2014,6.1611,SHORT,149.37
BBGI,8/6/2014,6.1589,BUY,149.92
BBGI,7/7/2014,7.0151,SELL,150.22
BBGI,6/27/2014,5.4485,BUY,116.91
BBGI,6/18/2014,6.082,SHORT,106.31
BBGI,6/16/2014,6.218,BUY,109.12
BBGI,5/29/2014,7.03,SHORT,98.21
BBGI,5/27/2014,7.115,BUY,99.8
,,,,
BBH,5/20/2016,104.75,BUY,133.59
BBH,5/12/2016,103.31,SHORT,136.02
BBH,5/9/2016,103.8475,BUY,137.28
BBH,5/4/2016,104.43,SHORT,137.07
BBH,5/2/2016,107.29,BUY,141.39
BBH,4/26/2016,112.7549,SELL,141.67
BBH,4/21/2016,110.9901,BUY,139.73
BBH,4/19/2016,110.505,SELL,140.01
BBH,4/13/2016,109.91,BUY,139.54
BBH,4/8/2016,109.615,SELL,139.82
BBH,3/31/2016,101.89,BUY,130.23
BBH,3/28/2016,101.27,SHORT,131.56
BBH,3/18/2016,99.77,BUY,130.13
BBH,3/4/2016,103.63,SELL,130.39
BBH,3/2/2016,104.54,BUY,131.8
BBH,2/18/2016,102.935,SHORT,134.42
BBH,2/4/2016,100.89,BUY,132.28
BBH,1/26/2016,107.94,SHORT,124.67
BBH,1/22/2016,109.1647,BUY,126.59
BBH,12/31/2015,126.95,SELL,126.84
BBH,12/29/2015,127.27,BUY,127.41
BBH,12/18/2015,123.62,SELL,127.67
BBH,12/15/2015,122.61,BUY,126.88
BBH,12/11/2015,121.66,SHORT,128.39
BBH,12/8/2015,123.74,BUY,131.11
BBH,11/30/2015,126.59,SELL,131.37
BBH,11/24/2015,125.44,BUY,130.44
BBH,11/20/2015,125.115,SELL,130.7
BBH,11/16/2015,121.665,BUY,127.35
BBH,11/12/2015,122.368,SELL,127.61
BBH,11/10/2015,124.637,BUY,130.24
BBH,10/30/2015,124.96,SELL,130.5
BBH,10/23/2015,119.17,BUY,124.7
BBH,10/21/2015,116.26,SHORT,128.41
BBH,10/9/2015,116.32,BUY,128.99
BBH,9/21/2015,131.02,SELL,129.25
BBH,9/8/2015,127.4501,BUY,125.98
BBH,8/14/2015,134.99,SHORT,119.79
BBH,7/31/2015,139.67,BUY,124.44
BBH,7/21/2015,144.17,SELL,124.69
BBH,7/6/2015,135,BUY,116.99
BBH,6/29/2015,135.09,SELL,117.22
BBH,6/10/2015,133.81,BUY,116.34
BBH,5/26/2015,135.13,SELL,116.57
BBH,5/7/2015,127.885,BUY,110.54
BBH,4/28/2015,129.43,SELL,110.76
BBH,4/15/2015,133.9095,BUY,114.82
BBH,4/1/2015,129.42,SELL,115.05
BBH,3/27/2015,130.0061,BUY,115.8
BBH,3/25/2015,134.3639,SELL,116.03
BBH,3/17/2015,133.52,BUY,115.53
BBH,3/9/2015,130.02,SELL,115.76
BBH,2/26/2015,129.2,BUY,115.26
BBH,2/24/2015,127.38,SELL,115.49
BBH,2/13/2015,122,BUY,110.83
BBH,2/9/2015,119.07,SHORT,114.08
BBH,2/5/2015,120.365,BUY,115.78
BBH,1/28/2015,122.415,SELL,116.01
BBH,1/14/2015,118.75,BUY,112.76
BBH,12/23/2014,117.25,SELL,112.99
BBH,12/18/2014,119.66,BUY,115.54
BBH,12/12/2014,118.1497,SELL,115.77
BBH,12/5/2014,118.35,BUY,116.2
BBH,12/1/2014,116.46,SELL,116.43
BBH,11/19/2014,114.74,BUY,114.94
BBH,11/13/2014,115.8601,SELL,115.17
BBH,11/6/2014,114.9474,BUY,114.49
BBH,10/29/2014,113.61,SELL,114.72
BBH,10/21/2014,105.645,BUY,106.89
BBH,9/30/2014,106.157,SELL,107.1
BBH,9/18/2014,106.13,BUY,107.29
BBH,9/12/2014,105.605,SELL,107.51
BBH,9/10/2014,105.877,BUY,108
BBH,9/4/2014,106.833,SELL,108.22
BBH,8/25/2014,104.08,BUY,105.64
BBH,8/21/2014,102.7975,SELL,105.85
BBH,8/13/2014,98.3275,BUY,101.45
BBH,7/31/2014,96.96,SELL,101.65
BBH,7/21/2014,94.6999,BUY,99.48
BBH,7/17/2014,93.1699,SELL,99.68
BBH,7/11/2014,96.87,BUY,103.85
BBH,7/8/2014,97.09,SELL,104.06
BBH,6/19/2014,92.93,BUY,99.8
,,,,
BBOX,5/16/2016,12.07,BUY,337
BBOX,5/3/2016,14.215,SELL,337.68
BBOX,4/13/2016,13.49,BUY,321.1
BBOX,3/31/2016,13.71,SELL,321.74
BBOX,3/17/2016,13.2,BUY,310.39
BBOX,3/10/2016,13.25,SELL,311.01
BBOX,1/26/2016,7.57,BUY,178.04
BBOX,1/5/2016,9.18,SHORT,152.08
BBOX,12/31/2015,9.53,BUY,158.51
BBOX,12/4/2015,11.14,SHORT,139.05
BBOX,12/2/2015,11.44,BUY,143.37
BBOX,10/27/2015,16.115,SELL,143.66
BBOX,10/23/2015,16.05,BUY,143.37
BBOX,10/15/2015,15.714,SELL,143.66
BBOX,10/2/2015,14.715,BUY,134.8
BBOX,9/29/2015,14.4725,SHORT,137.65
BBOX,9/24/2015,14.25,BUY,136.08
BBOX,9/22/2015,14.29,SHORT,136.24
BBOX,9/11/2015,14.885,BUY,142.48
BBOX,9/8/2015,14.755,SHORT,144.32
BBOX,8/31/2015,15.34,BUY,150.64
BBOX,8/12/2015,16.242,SHORT,143.29
BBOX,8/5/2015,16.02,BUY,141.9
BBOX,6/24/2015,21.296,SELL,142.18
BBOX,5/22/2015,19.73,BUY,131.99
BBOX,5/15/2015,19.69,SHORT,132.79
BBOX,5/5/2015,20.03,BUY,135.62
BBOX,2/27/2015,21.99,SELL,135.89
BBOX,2/25/2015,22.005,BUY,136.26
BBOX,2/23/2015,22.11,SELL,136.53
BBOX,1/26/2015,21.46,BUY,132.78
BBOX,12/31/2014,24.45,SELL,133.05
BBOX,12/18/2014,23.69,BUY,129.17
BBOX,12/8/2014,23.805,SELL,129.43
BBOX,12/3/2014,23.5199,BUY,128.14
BBOX,12/1/2014,23.0101,SELL,128.4
BBOX,11/20/2014,22.584,BUY,126.27
BBOX,11/14/2014,23.22,SELL,126.52
BBOX,11/4/2014,22.52,BUY,122.95
BBOX,10/29/2014,22.53,SELL,123.2
BBOX,10/23/2014,22.59,BUY,123.78
BBOX,10/17/2014,21.985,SHORT,127.79
BBOX,10/14/2014,21.78,BUY,127.11
BBOX,9/30/2014,23.32,SELL,127.36
BBOX,9/17/2014,23.4,BUY,128.05
BBOX,9/15/2014,23.92,SELL,128.31
BBOX,8/19/2014,21.445,BUY,115.26
BBOX,8/15/2014,21.55,SHORT,115.16
BBOX,8/5/2014,20.54,BUY,110.2
BBOX,7/28/2014,22.19,SHORT,102.98
BBOX,7/16/2014,22.15,BUY,103.21
BBOX,7/7/2014,23.344,SELL,103.42
BBOX,6/25/2014,22.98,BUY,102.01
BBOX,6/11/2014,24.07,SELL,102.21
BBOX,6/5/2014,23.095,BUY,98.27
BBOX,6/3/2014,23.56,SELL,98.47
BBOX,5/27/2014,23.83,BUY,99.8
,,,,
BBP,5/26/2016,27.1277,SELL,155.29
BBP,5/16/2016,24.54,BUY,140.76
BBP,5/12/2016,24.7701,SHORT,140.02
BBP,5/9/2016,24.7486,BUY,140.46
BBP,4/26/2016,27.23,SELL,140.74
BBP,4/18/2016,26.9498,BUY,139.57
BBP,4/8/2016,26.0733,SELL,139.85
BBP,3/30/2016,23.9901,BUY,128.93
BBP,3/28/2016,23.765,SELL,129.19
BBP,3/22/2016,23.9949,BUY,130.7
BBP,3/9/2016,24.5349,SELL,130.96
BBP,3/2/2016,24.045,BUY,128.6
BBP,2/18/2016,23.6329,SHORT,131.41
BBP,2/16/2016,22.8921,BUY,127.8
BBP,1/28/2016,24.43,SHORT,120.71
BBP,1/26/2016,25.2,BUY,125.01
BBP,1/4/2016,30.06,SELL,125.26
BBP,12/16/2015,30.3769,BUY,126.83
BBP,12/3/2015,31.1634,SELL,127.08
BBP,11/16/2015,30.3115,BUY,123.85
BBP,11/12/2015,30.1035,SELL,124.1
BBP,10/15/2015,28.51,BUY,117.77
BBP,10/13/2015,28.584,SHORT,117.94
BBP,10/2/2015,27.63,BUY,114.46
BBP,9/16/2015,32.98,SELL,114.69
BBP,9/11/2015,33.15,BUY,115.51
BBP,9/3/2015,32.79,SHORT,117.26
BBP,8/28/2015,33.22,BUY,119.27
BBP,8/20/2015,33.55,SHORT,118.58
BBP,8/17/2015,34.37,BUY,121.97
BBP,8/7/2015,34.96,SELL,122.21
BBP,8/5/2015,36.51,BUY,127.88
BBP,7/24/2015,37.04,SELL,128.14
BBP,7/13/2015,35.29,BUY,122.33
BBP,6/26/2015,35.455,SELL,122.58
BBP,5/4/2015,30.6988,BUY,106.35
BBP,4/17/2015,32.874,SELL,106.56
BBP,4/8/2015,32.16,BUY,104.45
BBP,4/6/2015,31.2854,SELL,104.66
BBP,3/27/2015,30.8758,BUY,103.5
BBP,3/20/2015,32.3791,SELL,103.71
BBP,3/13/2015,31.0966,BUY,99.8
,,,,
BBRG,5/23/2016,6.94,BUY,213.05
BBRG,5/11/2016,7.59,SELL,213.48
BBRG,5/9/2016,7.32,BUY,206.3
BBRG,5/5/2016,7.02,SHORT,216.37
BBRG,5/2/2016,7.6,BUY,235.19
BBRG,4/19/2016,7.8,SELL,235.66
BBRG,4/6/2016,7.1549,BUY,216.6
BBRG,4/1/2016,7.6301,SHORT,204.72
BBRG,3/30/2016,7.9899,BUY,215.23
BBRG,3/21/2016,8.98,SELL,215.66
BBRG,3/17/2016,8.74,BUY,210.32
BBRG,3/15/2016,8.77,SELL,210.74
BBRG,2/25/2016,7.38,BUY,177.69
BBRG,2/19/2016,7.63,SHORT,172.74
BBRG,2/11/2016,7.265,BUY,165.14
BBRG,2/2/2016,8.3401,SELL,165.47
BBRG,1/21/2016,8.03,BUY,159.64
BBRG,1/15/2016,7.9,SHORT,162.96
BBRG,1/12/2016,8.08,BUY,167.34
BBRG,1/4/2016,8.84,SHORT,154.71
BBRG,12/24/2015,9.04,BUY,158.85
BBRG,12/1/2015,10.56,SELL,159.17
BBRG,11/17/2015,9.71,BUY,146.65
BBRG,11/13/2015,9.75,SHORT,146.64
BBRG,11/10/2015,10.04,BUY,151.61
BBRG,10/30/2015,12.1,SELL,151.91
BBRG,10/16/2015,11.4475,BUY,144.01
BBRG,10/9/2015,11.34,SHORT,145.97
BBRG,10/5/2015,11.3,BUY,146.04
BBRG,9/15/2015,12.49,SHORT,133.87
BBRG,8/28/2015,12.53,BUY,134.84
BBRG,8/19/2015,13.08,SELL,135.11
BBRG,8/14/2015,12.88,BUY,133.31
BBRG,7/17/2015,13.28,SHORT,129.93
BBRG,7/13/2015,13.49,BUY,132.51
BBRG,6/30/2015,13.55,SELL,132.78
BBRG,6/26/2015,13.91,BUY,136.58
BBRG,6/18/2015,13.61,SHORT,140.22
BBRG,6/3/2015,13.445,BUY,139.08
BBRG,6/1/2015,13.49,SHORT,139.17
BBRG,5/27/2015,13.785,BUY,142.78
BBRG,5/21/2015,14.14,SHORT,139.84
BBRG,5/19/2015,14.2,BUY,141
BBRG,4/27/2015,15.255,SELL,141.28
BBRG,4/23/2015,15.13,BUY,140.4
BBRG,4/9/2015,15.03,SELL,140.68
BBRG,3/30/2015,14.495,BUY,135.94
BBRG,3/25/2015,14.695,SELL,136.21
BBRG,3/3/2015,13.215,BUY,122.74
BBRG,2/9/2015,13.54,SELL,122.99
BBRG,2/3/2015,13.56,BUY,123.42
BBRG,1/21/2015,13.44,SELL,123.67
BBRG,1/8/2015,13.24,BUY,122.07
BBRG,1/2/2015,13.8701,SELL,122.31
BBRG,12/26/2014,12.8599,BUY,113.63
BBRG,12/19/2014,12.83,SELL,113.86
BBRG,12/17/2014,13.24,BUY,117.73
BBRG,12/12/2014,12.98,SELL,117.97
BBRG,12/3/2014,13.08,BUY,119.12
BBRG,11/28/2014,13.21,SHORT,118.43
BBRG,11/12/2014,12.81,BUY,115.3
BBRG,11/10/2014,12.65,SELL,115.53
BBRG,10/28/2014,13.22,BUY,120.98
BBRG,10/21/2014,13.106,SHORT,122.53
BBRG,10/15/2014,12.909,BUY,121.17
BBRG,8/13/2014,14.44,SHORT,109.99
BBRG,8/6/2014,13.86,BUY,106
BBRG,7/31/2014,15.102,SHORT,98.34
BBRG,7/18/2014,15.23,BUY,99.57
BBRG,7/8/2014,16.09,SELL,99.77
BBRG,6/26/2014,16.12,BUY,100.16
BBRG,6/24/2014,15.9,SELL,100.36
BBRG,6/17/2014,15.78,BUY,99.8
,,,,
BBRY,5/20/2016,6.71,BUY,425.09
BBRY,4/28/2016,7.19,SHORT,400.09
BBRY,4/13/2016,7.15,BUY,399.46
BBRY,4/4/2016,7.37,SELL,400.26
BBRY,3/29/2016,7.63,BUY,415.21
BBRY,3/22/2016,7.99,SELL,416.04
BBRY,3/17/2016,7.99,BUY,416.87
BBRY,3/10/2016,8.075,SELL,417.71
BBRY,2/26/2016,7.35,BUY,380.97
BBRY,2/8/2016,6.9119,SHORT,408.38
BBRY,1/26/2016,6.96,BUY,412.87
BBRY,1/4/2016,9.16,SELL,413.7
BBRY,12/16/2015,7.9499,BUY,359.77
BBRY,11/27/2015,7.86,SELL,360.49
BBRY,11/16/2015,7.43,BUY,341.45
BBRY,11/10/2015,8.035,SELL,342.13
BBRY,10/30/2015,7.2,BUY,307.19
BBRY,10/27/2015,7.24,SELL,307.81
BBRY,10/20/2015,7.2,BUY,306.72
BBRY,10/16/2015,7.15,SELL,307.33
BBRY,10/2/2015,6.16,BUY,265.31
BBRY,9/18/2015,7.52,SELL,265.84
BBRY,9/15/2015,7.39,BUY,261.77
BBRY,9/4/2015,7.33,SHORT,264.99
BBRY,8/27/2015,6.95,BUY,252.26
BBRY,8/11/2015,7.56,SHORT,234.36
BBRY,8/6/2015,7.66,BUY,238.41
BBRY,7/31/2015,7.865,SELL,238.89
BBRY,7/29/2015,7.81,BUY,237.69
BBRY,7/16/2015,7.82,SHORT,238.34
BBRY,7/14/2015,7.785,BUY,238.23
BBRY,6/18/2015,9.25,SHORT,206.48
BBRY,6/15/2015,9.305,BUY,208.54
BBRY,6/10/2015,9.51,SHORT,204.96
BBRY,6/3/2015,9.675,BUY,209.35
BBRY,5/19/2015,10.18,SELL,209.77
BBRY,5/8/2015,9.855,BUY,203.48
BBRY,4/30/2015,10.27,SELL,203.89
BBRY,4/10/2015,9.49,BUY,188.78
BBRY,4/8/2015,9.31,SHORT,193.27
BBRY,4/6/2015,9.05,BUY,188.63
BBRY,3/10/2015,9.84,SELL,189.01
BBRY,2/25/2015,10.29,BUY,198.05
BBRY,2/20/2015,10.345,SELL,198.45
BBRY,2/17/2015,10.14,BUY,194.91
BBRY,1/20/2015,10.1003,SHORT,196.46
BBRY,1/14/2015,9.8997,BUY,193.33
BBRY,1/2/2015,10.88,SELL,193.72
BBRY,12/29/2014,10.9,BUY,194.47
BBRY,12/24/2014,10.7175,SELL,194.86
BBRY,12/17/2014,9.69,BUY,176.53
BBRY,12/10/2014,10.375,SHORT,166.26
BBRY,12/3/2014,10.615,BUY,170.79
BBRY,12/1/2014,10.3601,SHORT,175.8
BBRY,11/21/2014,10.21,BUY,173.95
BBRY,11/17/2014,11.11,SELL,174.3
BBRY,11/7/2014,10.3,BUY,161.92
BBRY,10/31/2014,10.5,SELL,162.24
BBRY,10/27/2014,10.33,BUY,159.93
BBRY,10/22/2014,10.05,SHORT,165.17
BBRY,10/16/2014,9.12,BUY,150.49
BBRY,9/17/2014,11.015,SELL,150.79
BBRY,9/12/2014,10.79,BUY,148.01
BBRY,9/5/2014,10.4601,SELL,148.31
BBRY,9/3/2014,10.5199,BUY,149.46
BBRY,8/29/2014,10.18,SELL,149.76
BBRY,8/11/2014,9.45,BUY,139.3
BBRY,7/28/2014,10.07,SHORT,131.75
BBRY,7/18/2014,10.0099,BUY,131.49
BBRY,7/14/2014,11.447,SELL,131.75
BBRY,7/1/2014,10.355,BUY,119.42
BBRY,6/27/2014,9.83,SELL,119.66
BBRY,6/12/2014,7.86,BUY,95.87
BBRY,6/2/2014,7.5901,SHORT,99.8
BBRY,5/29/2014,7.5599,BUY,99.8
,,,,
BBSI,5/24/2016,28.33,BUY,201.21
BBSI,4/25/2016,32.18,SELL,201.61
BBSI,4/20/2016,29.91,BUY,187.76
BBSI,4/1/2016,28.352,SHORT,199.47
BBSI,3/24/2016,27.68,BUY,195.52
BBSI,3/17/2016,27.45,SHORT,197.96
BBSI,3/14/2016,27.58,BUY,199.7
BBSI,3/8/2016,36.88,SELL,200.1
BBSI,2/17/2016,34.51,BUY,187.62
BBSI,2/2/2016,37.37,SHORT,174.98
BBSI,1/29/2016,38.16,BUY,179.4
BBSI,1/27/2016,38.12,SHORT,180.31
BBSI,1/22/2016,38.16,BUY,181.22
BBSI,1/19/2016,38.12,SHORT,182.14
BBSI,1/12/2016,39.45,BUY,189.25
BBSI,1/5/2016,41.35,SHORT,181.66
BBSI,12/23/2015,43.92,BUY,193.72
BBSI,12/21/2015,44.73,SELL,194.11
BBSI,12/15/2015,43.66,BUY,189.85
BBSI,12/10/2015,43.355,SELL,190.23
BBSI,11/27/2015,41.84,BUY,183.95
BBSI,11/12/2015,40.47,SHORT,191.16
BBSI,10/29/2015,47.6,BUY,225.74
BBSI,10/27/2015,44.91,SELL,226.19
BBSI,10/23/2015,45.81,BUY,231.19
BBSI,10/21/2015,45.03,SELL,231.65
BBSI,10/16/2015,45.38,BUY,233.92
BBSI,10/14/2015,43.83,SELL,234.39
BBSI,9/30/2015,38.72,BUY,207.48
BBSI,9/23/2015,38.14,SELL,207.9
BBSI,8/27/2015,34.48,BUY,188.33
BBSI,8/19/2015,36.62,SHORT,178.65
BBSI,8/14/2015,37.56,BUY,183.97
BBSI,8/3/2015,41.25,SELL,184.34
BBSI,7/23/2015,38.94,BUY,174.37
BBSI,7/20/2015,39.08,SELL,174.72
BBSI,7/10/2015,37.88,BUY,169.69
BBSI,7/8/2015,37.37,SHORT,172.73
BBSI,7/1/2015,36.57,BUY,169.71
BBSI,6/16/2015,41.385,SELL,170.05
BBSI,5/27/2015,35.7299,BUY,147.11
BBSI,5/12/2015,46.13,SELL,147.4
BBSI,4/29/2015,42.005,BUY,134.49
BBSI,4/17/2015,43,SHORT,131.98
BBSI,4/15/2015,42.73,BUY,131.68
BBSI,4/10/2015,41.87,SHORT,134.98
BBSI,4/8/2015,42.16,BUY,136.46
BBSI,4/2/2015,42.35,SELL,136.73
BBSI,3/31/2015,42.35,BUY,137
BBSI,3/20/2015,42.947,SELL,137.27
BBSI,3/4/2015,39,BUY,124.9
BBSI,2/26/2015,38.64,SELL,125.15
BBSI,2/4/2015,31.6,BUY,102.55
BBSI,1/21/2015,29.48,SELL,102.76
BBSI,1/9/2015,27.05,BUY,94.48
BBSI,12/31/2014,27.89,SELL,94.67
BBSI,12/3/2014,20.99,BUY,71.39
BBSI,11/28/2014,22.57,SHORT,66.99
BBSI,11/18/2014,22.63,BUY,67.44
BBSI,11/11/2014,23.94,SHORT,64.2
BBSI,11/7/2014,23.97,BUY,64.54
BBSI,10/30/2014,20.82,SELL,64.67
BBSI,10/23/2014,43.4999,BUY,135.39
BBSI,10/20/2014,44.3326,SELL,135.66
BBSI,9/29/2014,40.25,BUY,123.41
BBSI,9/11/2014,58.69,SELL,123.66
BBSI,9/8/2014,60.1,BUY,126.88
BBSI,8/29/2014,59.25,SELL,127.13
BBSI,8/19/2014,60.69,BUY,130.48
BBSI,8/15/2014,60.105,SELL,130.74
BBSI,8/11/2014,56.37,BUY,122.86
BBSI,8/1/2014,55.43,SELL,123.11
BBSI,7/30/2014,52.87,BUY,117.66
BBSI,7/28/2014,51.08,SELL,117.9
BBSI,7/23/2014,52.57,BUY,121.58
BBSI,7/15/2014,54.93,SELL,121.82
BBSI,6/30/2014,46.48,BUY,103.29
BBSI,6/24/2014,46.45,SELL,103.5
BBSI,6/18/2014,46.86,BUY,104.62
BBSI,6/11/2014,48.7751,SELL,104.83
BBSI,6/6/2014,46.34,BUY,99.8
,,,,
BCBP,5/27/2016,10.46,SELL,130.32
BCBP,5/12/2016,10.07,BUY,125.71
BCBP,4/11/2016,10.045,SELL,125.96
BCBP,4/4/2016,10.19,BUY,128.03
BCBP,3/30/2016,10.177,SELL,128.29
