	Date	Price	Signal		
	3/23/2016	14.46	SHORT		236.66
	3/21/2016	14.36	BUY		235.97
	3/9/2016	15.15	SELL		236.44
	3/7/2016	15.335	BUY		239.81
	2/12/2016	15.3	SHORT		241.32
	2/10/2016	15.18	BUY		240.39
	1/26/2016	16.69	SHORT		221.33
	1/22/2016	16.8	BUY		223.68
	12/18/2015	19.76	SELL		224.13
	12/14/2015	19.28	BUY		219.12
	12/3/2015	19.9	SELL		219.56
	11/24/2015	19.83	BUY		219.23
	11/20/2015	19.8701	SELL		219.67
	11/13/2015	19.41	BUY		215.01
	11/11/2015	19.46	SELL		215.44
	11/5/2015	19.06	BUY		211.43
	10/30/2015	18.23	SELL		211.85
	10/28/2015	18.28	BUY		212.86
	10/21/2015	17.5525	SHORT		222.95
	10/9/2015	17.22	BUY		219.6
	9/21/2015	20.92	SELL		220.04
	9/10/2015	20.755	BUY		218.74
	9/1/2015	19.6	SHORT		233.37
	8/26/2015	19.53	BUY		233.47
	8/7/2015	21.301	SELL		233.94
	8/5/2015	21.949	BUY		241.54
	7/27/2015	21.13	SELL		242.02
	7/14/2015	19.75	BUY		226.67
	6/25/2015	20.38	SELL		227.12
	6/18/2015	19.84	BUY		221.55
	6/15/2015	19.67	SELL		221.99
	6/5/2015	19.995	BUY		226.11
	6/1/2015	19.66	SELL		226.56
	5/14/2015	19.16	BUY		221.24
	5/11/2015	18.955	SELL		221.68
	5/4/2015	18.175	BUY		212.98
	4/20/2015	18.77	SELL		213.41
	4/7/2015	18.02	BUY		205.29
	3/17/2015	18.77	SELL		205.7
	3/2/2015	16.264	BUY		178.59
	2/17/2015	16.81	SELL		178.95
	2/9/2015	16.88	BUY		180.06
	2/4/2015	16.31	SHORT		187.33
	1/29/2015	16.508	BUY		190.36
	1/21/2015	16.62	SELL		190.74
	1/7/2015	15.3549	BUY		176.57
	1/5/2015	15.5801	SELL		176.92
	12/18/2014	15.04	BUY		171.13
	12/11/2014	16.093	SELL		171.47
	12/9/2014	16.037	BUY		171.22
	12/4/2014	15.845	SHORT		174.02
	11/28/2014	15.87	BUY		174.99
	11/12/2014	17.305	SHORT		162.24
	11/7/2014	16.365	BUY		154.04
	10/28/2014	22.79	SELL		154.35
	10/16/2014	21.035	BUY		142.75
	10/7/2014	22.25	SELL		143.04
	10/3/2014	22.395	BUY		144.26
	9/22/2014	22.11	SELL		144.55
	9/8/2014	19.5	BUY		127.74
	9/4/2014	19.29	SELL		128
	8/26/2014	19.84	BUY		131.91
	8/21/2014	20.03	SELL		132.17
	8/13/2014	19.2	BUY		126.95
	8/7/2014	19.8	SHORT		123.71
	8/5/2014	19.45	BUY		122.01
	7/29/2014	19.49	SHORT		122.25
	7/22/2014	20.07	BUY		126.39
	7/7/2014	21.715	SELL		126.64
	6/30/2014	19.8199	BUY		115.82
	6/19/2014	19.435	SELL		116.05
	6/3/2014	16.68	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AMRI				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/11/2016	20.24	SELL		162.27
	5/5/2016	20.2711	BUY		162.85
	4/25/2016	21.1484	SELL		163.18
	4/4/2016	19.94	BUY		154.16
	3/22/2016	20.5075	SELL		154.47
	3/8/2016	19.295	BUY		145.63
	3/2/2016	20.5739	SELL		145.92
	2/11/2016	18.22	BUY		129.48
	2/2/2016	16.26	SHORT		147.82
	1/29/2016	16.4	BUY		149.69
	1/22/2016	17.6501	SELL		149.99
	1/15/2016	16.66	BUY		141.86
	1/13/2016	16.62	SHORT		142.77
	1/11/2016	17.38	BUY		149.9
	1/7/2016	17.83	SELL		150.2
	12/28/2015	18.0418	BUY		152.29
	12/22/2015	17.99	SELL		152.6
	12/4/2015	15.115	BUY		128.47
	12/1/2015	15.34	SELL		128.73
	11/20/2015	15.5199	BUY		130.5
	11/18/2015	15.35	SELL		130.76
	11/12/2015	15.49	BUY		132.22
	11/6/2015	14.58	SELL		132.48
	11/4/2015	14.48	BUY		131.84
	10/29/2015	13.98	SELL		132.1
	10/16/2015	13.1699	BUY		124.69
	10/14/2015	13.2201	SELL		124.94
	10/2/2015	11.5799	BUY		109.66
	9/29/2015	11.7	SELL		109.88
	9/24/2015	11.54	BUY		108.59
	9/18/2015	11.425	SELL		108.81
	9/4/2015	10.62	BUY		101.35
	8/19/2015	10.46	SHORT		103.34
	8/5/2015	10.6765	BUY		105.9
	7/23/2015	10.48	SHORT		108.36
	7/10/2015	10.4799	BUY		108.79
	5/19/2015	10.81	SELL		109.01
	5/7/2015	10.71	BUY		108.22
	4/28/2015	10.431	SELL		108.44
	4/8/2015	10.2095	BUY		106.35
	4/2/2015	10.2889	SHORT		105.96
	3/31/2015	10.54	BUY		108.98
	3/4/2015	10.4701	SELL		109.2
	2/27/2015	10.197	BUY		106.56
	2/3/2015	10.329	SELL		106.77
	1/21/2015	9.85	BUY		102.02
	1/6/2015	9.88	SELL		102.22
	12/30/2014	9.71	BUY		100.66
	12/23/2014	9.75	SHORT		100.65
	12/12/2014	9.5099	BUY		98.57
	12/5/2014	9.85	SHORT		95.66
	12/1/2014	9.54	BUY		93.02
	11/24/2014	9.86	SHORT		90.46
	11/20/2014	9.87	BUY		90.92
	11/18/2014	10.0001	SHORT		90.11
	11/14/2014	10.2699	BUY		92.91
	11/3/2014	10.515	SHORT		91.16
	10/22/2014	10.7701	BUY		93.75
	10/20/2014	10.5501	SHORT		96.13
	10/17/2014	10.87	BUY		99.44
	10/14/2014	10.557	SHORT		102.89
	10/3/2014	10.805	BUY		105.73
	9/29/2014	11.59	SELL		105.94
	9/8/2014	11.4	BUY		104.41
	8/27/2014	11.5551	SHORT		103.44
	8/8/2014	11.782	BUY		105.89
	7/22/2014	11.846	SELL		106.1
	6/26/2014	11.3349	BUY		101.73
	6/20/2014	11.3801	SELL		101.93
	6/5/2014	11.1196	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AMRK				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/16/2016	1.645	BUY		998.42
	5/5/2016	1.748	SELL		"1,000.42"
	5/2/2016	1.8799	BUY		"1,078.07"
	4/26/2016	1.85	SELL		"1,080.23"
	3/29/2016	1.4825	BUY		867.38
	3/23/2016	1.4825	SELL		869.12
	3/21/2016	1.455	BUY		854.71
	3/15/2016	1.545	SELL		856.42
	3/14/2016	1.615	BUY		897.02
	3/10/2016	1.545	SELL		898.82
	2/16/2016	1.289	BUY		751.39
	2/8/2016	1.355	SHORT		719.37
	2/4/2016	1.405	BUY		748.91
	1/25/2016	1.58	SHORT		676.94
	1/21/2016	1.5122	BUY		650.49
	1/6/2016	1.785	SHORT		566.52
	12/31/2015	1.885	BUY		600.66
	12/18/2015	1.935	SELL		601.86
	12/16/2015	1.945	BUY		606.18
	12/14/2015	1.865	SHORT		635.89
	12/10/2015	1.885	BUY		645.29
	12/1/2015	2.075	SELL		646.58
	11/19/2015	1.9528	BUY		609.72
	11/11/2015	2.0672	SELL		610.94
	10/28/2015	1.889	BUY		559.39
	10/13/2015	1.975	SHORT		538.2
	10/9/2015	2.045	BUY		559.51
	10/7/2015	2.025	SHORT		567.36
	10/2/2015	1.985	BUY		558.38
	9/23/2015	2.295	SELL		559.5
	9/18/2015	2.449	BUY		598.24
	9/15/2015	2.401	SELL		599.44
	9/4/2015	2.3297	BUY		582.8
	9/1/2015	2.14	SHORT		642.05
	8/28/2015	2.1	BUY		632.58
	8/19/2015	2.235	SELL		633.85
	8/12/2015	2.31	BUY		656.43
	8/5/2015	2.1855	SHORT		698.88
	7/30/2015	2.1895	BUY		702.97
	7/21/2015	2.385	SHORT		652.32
	7/10/2015	2.3949	BUY		657.66
	7/7/2015	2.4751	SELL		658.98
	7/2/2015	2.4649	BUY		657.58
	6/26/2015	2.495	SELL		658.9
	6/22/2015	2.41	BUY		637.73
	6/9/2015	2.375	SELL		639.01
	5/15/2015	1.93	BUY		520.32
	5/13/2015	1.89	SHORT		533.7
	5/7/2015	1.9799	BUY		561.33
	4/27/2015	2.325	SHORT		490.74
	4/23/2015	2.395	BUY		507.54
	4/13/2015	2.555	SELL		508.56
	4/6/2015	2.415	BUY		481.66
	3/17/2015	2.675	SELL		482.63
	1/23/2015	1.0216	BUY		184.69
	1/16/2015	1.0384	SELL		185.06
	1/14/2015	1.0466	BUY		186.9
	1/6/2015	1.051	SHORT		186.87
	1/2/2015	0.9812	BUY		175.16
	12/16/2014	1.0372	SHORT		166.85
	12/12/2014	1.0528	BUY		170.04
	12/2/2014	1.167	SELL		170.38
	11/28/2014	1.263	BUY		184.77
	11/25/2014	1.2378	SELL		185.14
	11/12/2014	0.8612	BUY		129.07
	10/24/2014	1.0174	SELL		129.33
	10/14/2014	1.0009	BUY		127.49
	10/7/2014	1.03	SHORT		124.48
	10/3/2014	1.06	BUY		128.62
	10/1/2014	1.075	SHORT		127.36
	9/29/2014	1.12	BUY		133.22
	9/11/2014	1.975	SELL		133.49
	9/5/2014	1.925	BUY		130.37
	9/3/2014	1.905	SELL		130.63
	8/14/2014	1.665	BUY		114.4
	8/12/2014	1.655	SELL		114.63
	7/29/2014	1.542	BUY		107.02
	7/25/2014	1.548	SHORT		107.03
	7/21/2014	1.52	BUY		105.52
	7/7/2014	1.6978	SELL		105.73
	6/24/2014	1.585	BUY		98.9
	6/17/2014	1.525	SELL		99.1
	6/9/2014	1.4688	BUY		95.64
	6/2/2014	1.4153	SHORT		99.8
	† Trade commissions are taken as 0.20%.				
	AMRN				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/26/2016	0.56	BUY		"1,425.01"
	4/26/2016	1.07	SHORT		968.91
	4/21/2016	1.0881	BUY		989.25
	4/13/2016	1.1565	SHORT		937.76
	4/11/2016	1.0835	BUY		882.09
	3/31/2016	1.1301	SHORT		850.56
	3/18/2016	1.195	BUY		903.02
	3/1/2016	1.4784	SELL		904.83
	2/26/2016	1.5116	BUY		927
	2/24/2016	1.4784	SELL		928.86
	2/16/2016	1.4319	BUY		901.45
	2/2/2016	1.4681	SELL		903.26
	1/15/2016	1.295	BUY		798.36
	12/31/2015	1.64	SELL		799.96
	12/21/2015	1.545	BUY		755.13
	11/27/2015	1.6165	SHORT		726.05
	11/23/2015	1.565	BUY		705.74
	11/5/2015	1.6945	SHORT		658.26
	11/2/2015	1.695	BUY		661.1
	10/14/2015	2.2401	SELL		662.42
	8/27/2015	1.655	BUY		490.38
	8/19/2015	1.6475	SELL		491.36
	8/5/2015	1.705	BUY		509.53
	8/3/2015	1.62	SHORT		539.9
	7/30/2015	1.585	BUY		530.35
	7/14/2015	1.925	SHORT		452.55
	7/9/2015	1.75	BUY		413.06
	7/2/2015	1.786	SHORT		406.52
	6/30/2015	1.879	BUY		429.4
	6/5/2015	2.002	SHORT		406.17
	6/2/2015	2.078	BUY		423.28
	4/24/2015	2.59	SELL		424.13
	4/10/2015	2.3549	BUY		386.4
	4/7/2015	2.4108	SHORT		379.16
	3/31/2015	2.3642	BUY		373.32
	3/10/2015	2.475	SELL		374.07
	3/6/2015	2.455	BUY		371.79
	3/2/2015	2.691	SELL		372.54
	2/13/2015	1.8295	BUY		253.78
	2/9/2015	1.85	SHORT		252.01
	2/2/2015	1.74	BUY		237.98
	12/10/2014	2.5	SHORT		183.23
	12/5/2014	2.54	BUY		186.91
	11/28/2014	2.945	SELL		187.28
	11/20/2014	2.8349	BUY		180.64
	10/22/2014	3.23	SHORT		161.6
	10/15/2014	3.16	BUY		158.73
	9/30/2014	3.88	SHORT		134.42
	9/18/2014	3.98	BUY		138.44
	9/15/2014	4.1301	SELL		138.72
	9/8/2014	4.07	BUY		136.98
	9/4/2014	4.075	SELL		137.25
	9/2/2014	4.225	BUY		142.59
	8/28/2014	4.325	SELL		142.88
	8/5/2014	3.679	BUY		121.78
	8/1/2014	3.714	SELL		122.02
	7/21/2014	3.5965	BUY		118.4
	7/16/2014	3.815	SELL		118.64
	7/14/2014	3.875	BUY		120.75
	7/8/2014	3.81	SELL		120.99
	7/2/2014	3.94	BUY		125.37
	6/25/2014	3.99	SELL		125.62
	6/5/2014	3.1635	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AMRS				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/13/2016	10.965	SELL		956.14
	5/11/2016	11.415	BUY		997.37
	5/9/2016	11.4067	SELL		999.37
	4/14/2016	8.11	BUY		711.96
	4/11/2016	8.24	SELL		713.39
	3/31/2016	7.53	BUY		653.23
	3/28/2016	7.49	SELL		654.54
	3/21/2016	7.65	BUY		669.86
	3/10/2016	8.35	SELL		671.2
	2/17/2016	5.9299	BUY		477.62
	2/11/2016	6.3551	SELL		478.58
	2/2/2016	6.17	BUY		465.57
	1/28/2016	5.93	SHORT		487.15
	1/15/2016	5.93	BUY		489.1
	12/31/2015	6.385	SELL		490.08
	12/17/2015	5.227	BUY		402
	12/2/2015	4.723	SHORT		451.83
	11/25/2015	4.037	BUY		387.75
	11/4/2015	5.1032	SELL		388.53
	10/29/2015	5.1468	BUY		392.63
	10/22/2015	5.05	SELL		393.42
	10/20/2015	5.15	BUY		402.01
	10/16/2015	5.18	SELL		402.82
	10/5/2015	4.356	BUY		339.42
	9/23/2015	4.8578	SELL		340.1
	9/8/2015	4.98	BUY		349.35
	9/2/2015	4.985	SELL		350.05
	8/27/2015	4.185	BUY		294.46
	8/3/2015	4.8301	SHORT		260.81
	7/29/2015	4.9749	BUY		269.71
	7/15/2015	5.06	SHORT		266.31
	7/10/2015	5.04	BUY		266.32
	6/10/2015	6.12	SHORT		227.28
	6/8/2015	6.27	BUY		233.78
	6/1/2015	6.2433	SHORT		235.73
	5/27/2015	6.4067	BUY		242.87
	4/24/2015	7.13	SELL		243.36
	4/2/2015	6.57	BUY		224.7
	3/2/2015	8.185	SELL		225.15
	2/24/2015	7.815	BUY		215.4
	2/19/2015	7.74	SELL		215.83
	2/9/2015	7.815	BUY		218.36
	2/5/2015	7.385	SELL		218.8
	1/23/2015	6.208	BUY		184.3
	1/15/2015	7.692	SHORT		155.11
	1/8/2015	8.01	BUY		162.17
	12/26/2014	8.04	SHORT		162.22
	12/23/2014	7.91	BUY		160.24
	11/28/2014	10.14	SHORT		131.88
	11/14/2014	10.217	BUY		133.41
	11/7/2014	12.451	SELL		133.68
	10/31/2014	12.13	BUY		130.49
	9/8/2014	15.87	SHORT		106.03
	8/19/2014	17.59	BUY		117.99
	8/8/2014	17.9	SHORT		116.45
	7/29/2014	19.05	BUY		124.43
	7/18/2014	18.705	SELL		124.68
	7/14/2014	16.895	BUY		112.84
	6/20/2014	15.55	SELL		113.07
	6/5/2014	13.697	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AMSC				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/20/2016	57.575	BUY		203.22
	5/17/2016	56.37	SELL		203.63
	4/28/2016	52.24	BUY		189.09
	4/21/2016	52.165	SELL		189.47
	4/13/2016	51.41	BUY		187.1
	4/5/2016	52.19	SELL		187.47
	3/31/2016	52.41	BUY		188.64
	3/23/2016	51.145	SHORT		194.2
	3/17/2016	50.845	BUY		193.84
	2/23/2016	52.5	SELL		194.23
	2/18/2016	51.57	BUY		191.17
	2/11/2016	49.86	SELL		191.55
	2/9/2016	50.96	BUY		196.17
	2/3/2016	50.065	SELL		196.56
	1/28/2016	49.091	BUY		193.12
	1/25/2016	48.26	SHORT		197.29
	1/12/2016	48.135	BUY		197.57
	12/31/2015	51.185	SELL		197.97
	12/21/2015	49.12	BUY		190.36
	12/9/2015	50.7699	SELL		190.74
	11/16/2015	50.3262	BUY		189.45
	11/2/2015	51.6199	SELL		189.83
	10/19/2015	50.043	BUY		184.4
	10/13/2015	49.2121	SELL		184.77
	10/1/2015	47.2481	BUY		177.75
	9/28/2015	47.1725	SELL		178.11
	9/8/2015	44.34	BUY		167.75
	8/25/2015	45.6996	SELL		168.09
	8/14/2015	46.7454	BUY		172.28
	8/6/2015	47.3898	SELL		172.63
	7/30/2015	44.661	BUY		163.02
	7/20/2015	45.8696	SELL		163.35
	7/1/2015	44.7885	BUY		159.82
	6/29/2015	44.9159	SELL		160.14
	6/10/2015	40.7425	BUY		145.55
	6/8/2015	40.6906	SHORT		146.32
	5/28/2015	40.1854	BUY		145.08
	5/21/2015	41.734	SHORT		140.45
	5/18/2015	42.14	BUY		142.39
	5/5/2015	42.6782	SHORT		141.18
	4/23/2015	43.1691	BUY		143.38
	4/17/2015	43.1031	SELL		143.67
	4/15/2015	43.6412	BUY		145.76
	4/7/2015	43.1219	SELL		146.05
	3/17/2015	38.8872	BUY		131.97
	2/10/2015	41.9983	SELL		132.23
	2/3/2015	39.9399	BUY		126
	1/28/2015	39.7134	SELL		126.25
	1/26/2015	39.9305	BUY		127.19
	1/21/2015	39.2413	SELL		127.44
	1/8/2015	39.3357	BUY		128
	1/2/2015	39.4018	SELL		128.26
	12/18/2014	39.5339	BUY		128.95
	12/10/2014	40.1666	SELL		129.21
	11/21/2014	39.0902	BUY		126
	11/5/2014	39.6189	SELL		126.25
	10/13/2014	37.2301	BUY		118.88
	10/7/2014	36.8099	SELL		119.12
	9/5/2014	35.8892	BUY		116.37
	9/3/2014	35.5967	SELL		116.6
	8/27/2014	35.1622	BUY		115.41
	8/25/2014	34.9829	SELL		115.64
	8/19/2014	35.7287	BUY		118.34
	8/14/2014	35.3795	SHORT		120
	8/11/2014	35.6722	BUY		121.48
	8/7/2014	35.724	SHORT		121.79
	7/31/2014	34.5344	BUY		118.21
	7/8/2014	38.703	SELL		118.45
	6/17/2014	35.4643	BUY		108.76
	6/11/2014	35.3134	SHORT		109.66
	6/5/2014	34.1709	BUY		106.54
	5/28/2014	36.8156	SHORT		99.8
	† Trade commissions are taken as 0.20%.				
	AMSF				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/24/2016	73.515	BUY		281.93
	5/11/2016	77.39	SHORT		269.56
	5/9/2016	76.73	BUY		268.33
	5/4/2016	80.35	SELL		268.87
	4/13/2016	77.355	BUY		259.37
	4/11/2016	75.565	SELL		259.89
	3/21/2016	70.54	BUY		243.09
	3/10/2016	72.11	SELL		243.58
	3/3/2016	69.25	BUY		234.39
	2/25/2016	70.825	SELL		234.86
	2/10/2016	62.955	BUY		209.18
	2/3/2016	73.7	SELL		209.6
	2/1/2016	72.72	BUY		207.23
	1/28/2016	70.61	SHORT		214.47
	1/25/2016	69.5	BUY		211.95
	1/6/2016	76.775	SHORT		194.38
	12/30/2015	77.36	BUY		196.65
	12/14/2015	81.99	SHORT		186.89
	12/8/2015	80.48	BUY		184.18
	12/2/2015	79.97	SELL		184.55
	11/17/2015	82.25	BUY		190.19
	11/11/2015	82.38	SELL		190.57
	11/3/2015	74.368	BUY		172.38
	10/30/2015	71.362	SHORT		180.68
	10/26/2015	69.09	BUY		175.63
	10/21/2015	75.46	SHORT		162.61
	10/19/2015	77.92	BUY		168.58
	10/14/2015	81.84	SELL		168.92
	10/5/2015	79.09	BUY		163.57
	9/28/2015	82.4	SELL		163.9
	9/8/2015	79.32	BUY		158.09
	8/31/2015	79.64	SHORT		158.09
	8/27/2015	79.955	BUY		159.35
	8/19/2015	84.06	SELL		159.67
	8/17/2015	84.55	BUY		160.92
	8/12/2015	82.35	SELL		161.24
	7/22/2015	69.5	BUY		136.35
	7/15/2015	71.05	SELL		136.62
	7/13/2015	70.73	BUY		136.28
	7/8/2015	69.27	SELL		136.55
	7/6/2015	70.24	BUY		138.74
	6/24/2015	71.85	SELL		139.02
	6/15/2015	68.77	BUY		133.33
	6/10/2015	69.03	SELL		133.6
	6/2/2015	67.76	BUY		131.4
	5/22/2015	68.915	SELL		131.66
	5/15/2015	66.3	BUY		126.92
	5/12/2015	65.86	SELL		127.17
	5/4/2015	63.445	BUY		122.75
	4/17/2015	64.7301	SELL		123
	4/8/2015	62.87	BUY		119.7
	4/1/2015	61.455	SELL		119.94
	3/30/2015	62.25	BUY		121.74
	3/25/2015	64.145	SELL		121.98
	3/18/2015	62.159	BUY		118.44
	3/6/2015	60.42	SELL		118.68
	2/17/2015	55.69	BUY		109.61
	2/11/2015	55.31	SELL		109.83
	2/6/2015	55.99	BUY		111.4
	1/30/2015	56.53	SELL		111.62
	1/14/2015	53.855	BUY		106.55
	1/12/2015	53.735	SELL		106.76
	1/8/2015	54.29	BUY		108.08
	1/5/2015	54	SELL		108.3
	12/18/2014	51.06	BUY		102.61
	12/8/2014	50.4486	SHORT		104.29
	11/18/2014	50.31	BUY		104.42
	11/3/2014	53.4701	SELL		104.63
	10/28/2014	50.9499	BUY		99.9
	10/24/2014	50.42	SELL		100.1
	10/21/2014	50.25	BUY		99.96
	10/7/2014	49.03	SHORT		102.92
	9/30/2014	49.69	BUY		104.72
	9/26/2014	49.44	SHORT		105.67
	9/24/2014	50.14	BUY		107.6
	9/16/2014	52.21	SELL		107.82
	9/11/2014	52.26	BUY		108.14
	9/4/2014	52.675	SELL		108.36
	8/18/2014	49.875	BUY		102.81
	8/12/2014	49.3	SELL		103.02
	8/5/2014	48.78	BUY		102.14
	7/31/2014	48.22	SELL		102.34
	7/30/2014	48.76	BUY		103.69
	7/23/2014	48.23	SELL		103.9
	7/16/2014	47.41	BUY		102.34
	7/10/2014	47.7	SHORT		102.13
	7/1/2014	46.425	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AMSG				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/18/2016	29	BUY		128.02
	4/28/2016	31.3938	SELL		128.28
	4/21/2016	31.22	BUY		127.83
	4/15/2016	31.81	SELL		128.09
	4/12/2016	30.71	BUY		123.91
	3/23/2016	31.4425	SELL		124.16
	3/18/2016	31.285	BUY		123.79
	3/9/2016	30.3116	SELL		124.04
	2/19/2016	27.855	BUY		114.22
	2/10/2016	26.36	SHORT		121.57
	2/4/2016	26.6	BUY		123.17
	1/27/2016	28.43	SHORT		116.19
	1/22/2016	28.66	BUY		117.6
	1/6/2016	32.8	SHORT		104.84
	12/22/2015	34.215	BUY		109.8
	11/23/2015	36.57	SELL		110.02
	11/17/2015	36.14	BUY		108.94
	11/5/2015	36.21	SELL		109.16
	10/29/2015	34.75	BUY		104.97
	10/27/2015	33.44	SELL		105.18
	10/16/2015	31.935	BUY		100.65
	10/13/2015	31.77	SHORT		101.58
	9/30/2015	31.515	BUY		101.17
	9/18/2015	32.58	SELL		101.37
	9/11/2015	33.8	BUY		105.38
	9/1/2015	32.43	SHORT		110.47
	8/27/2015	32.87	BUY		112.42
	8/12/2015	36.68	SELL		112.65
	8/10/2015	37.76	BUY		116.2
	8/3/2015	36.69	SHORT		120.17
	7/29/2015	36.58	BUY		120.29
	7/21/2015	37.96	SELL		120.53
	7/17/2015	38.31	BUY		121.89
	7/7/2015	36.84	SHORT		127.46
	7/1/2015	37.27	BUY		129.46
	6/29/2015	37.39	SELL		129.72
	6/23/2015	38	BUY		132.1
	6/18/2015	38.02	SELL		132.36
	6/3/2015	37.78	BUY		131.79
	5/20/2015	37.49	SELL		132.05
	5/14/2015	36.93	BUY		130.34
	5/8/2015	36.38	SHORT		132.87
	5/5/2015	36.7	BUY		134.58
	5/1/2015	36.21	SHORT		136.97
	4/23/2015	35.79	BUY		135.92
	4/14/2015	37.17	SELL		136.19
	3/23/2015	37.04	BUY		135.99
	3/10/2015	37.07	SELL		136.26
	3/3/2015	36.88	BUY		135.83
	2/27/2015	36.38	SELL		136.1
	2/3/2015	33.045	BUY		123.87
	1/27/2015	33.33	SHORT		123.31
	1/20/2015	33.12	BUY		123.02
	1/12/2015	34.2	SHORT		119.73
	1/8/2015	34.72	BUY		122.04
	1/5/2015	35.3	SELL		122.28
	12/18/2014	35.59	BUY		123.53
	12/12/2014	35.74	SELL		123.78
	10/21/2014	30.51	BUY		105.88
	10/10/2014	31.98	SHORT		101.63
	10/3/2014	33.7	BUY		107.53
	9/22/2014	33.82	SELL		107.75
	9/18/2014	34.04	BUY		108.67
	9/2/2014	33.13	SELL		108.89
	8/8/2014	32.05	BUY		105.55
	8/1/2014	32.04	SELL		105.76
	7/24/2014	31.22	BUY		103.26
	7/8/2014	31.88	SELL		103.47
	6/13/2014	30.16	BUY		98.08
	6/11/2014	30.32	SELL		98.28
	5/30/2014	30.34	BUY		98.54
	5/28/2014	30.08	SHORT		99.8
	† Trade commissions are taken as 0.20%.				
	AMTD				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/25/2016	2.5487	BUY		817.93
	5/16/2016	2.5701	SELL		819.57
	5/12/2016	2.5141	BUY		803.32
	5/9/2016	2.7139	SELL		804.93
	5/4/2016	2.7941	BUY		830.38
	5/2/2016	2.7811	SELL		832.04
	4/8/2016	1.8228	BUY		546.43
	4/5/2016	1.9328	SELL		547.53
	3/11/2016	1.7079	BUY		484.79
	3/3/2016	1.796	SELL		485.76
	2/29/2016	1.81	BUY		490.53
	2/23/2016	1.7381	SHORT		513.75
	2/17/2016	1.7119	BUY		508.04
	1/19/2016	2.2717	SHORT		409.23
	1/14/2016	2.3733	BUY		429.25
	1/6/2016	2.425	SELL		430.11
	12/31/2015	2.26	BUY		401.65
	12/8/2015	2.7551	SELL		402.45
	11/23/2015	2.29	BUY		335.18
	11/17/2015	2.2038	SHORT		350.22
	11/13/2015	2.2262	BUY		355.2
	11/10/2015	2.4162	SHORT		330.63
	11/6/2015	2.6	BUY		357.21
	10/30/2015	2.4901	SELL		357.93
	10/23/2015	2.598	BUY		374.19
	10/20/2015	2.4952	SHORT		391.83
	10/15/2015	2.7252	BUY		429.67
	10/13/2015	2.6248	SHORT		448.55
	10/9/2015	2.6322	BUY		451.62
	9/25/2015	3.01	SELL		452.53
	8/28/2015	2.735	BUY		412.01
	8/21/2015	3.302	SELL		412.84
	8/14/2015	3.288	BUY		411.91
	8/3/2015	3.559	SELL		412.74
	7/30/2015	3.589	BUY		417.05
	7/28/2015	3.291	SHORT		460.41
	7/24/2015	3.039	BUY		426.86
	7/17/2015	3.651	SHORT		367.05
	7/10/2015	3.4099	BUY		344.19
	6/24/2015	4.1847	SHORT		291.58
	6/15/2015	4.169	BUY		291.65
	6/8/2015	4.32	SHORT		282.93
	5/28/2015	4.305	BUY		283.08
	5/18/2015	4.7201	SELL		283.65
	4/15/2015	4.1399	BUY		249.28
	4/2/2015	4.16	SHORT		249.08
	3/26/2015	4.0981	BUY		246.36
	3/11/2015	5.0444	SELL		246.85
	3/4/2015	4.4267	BUY		217.06
	2/19/2015	4.3801	SELL		217.49
	1/27/2015	3.661	BUY		182.15
	12/29/2014	6.24	SELL		182.52
	12/11/2014	4.2592	BUY		124.83
	11/5/2014	7.501	SHORT		87.51
	10/27/2014	7.684	BUY		90
	10/21/2014	8.551	SELL		90.18
	10/17/2014	8.72	BUY		92.15
	10/9/2014	8.04	SHORT		101.07
	10/1/2014	8.72	BUY		110.06
	9/25/2014	8.29	SHORT		116.55
	9/23/2014	8.2499	BUY		116.45
	9/15/2014	9.74	SELL		116.68
	9/9/2014	10.24	BUY		122.92
	9/3/2014	9.3806	SHORT		135.86
	8/19/2014	9.46	BUY		137.56
	8/6/2014	10.38	SHORT		126.87
	8/4/2014	10.75	BUY		131.92
	7/25/2014	12.33	SELL		132.18
	7/14/2014	9.8	BUY		105.27
	7/7/2014	10.1737	SELL		105.48
	7/1/2014	9.6063	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AMTX				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/19/2016	72.52	BUY		366.91
	5/17/2016	72.48	SHORT		368.59
	5/6/2016	73.88	BUY		377.22
